substrate,fraction,seed,n_shared_genes,n_retained_genes,n_spots,historical_malignant,historical_neighbor,historical_cosine,historical_state,max_eligible_cosine,max_eligible_neighbor,max_eligible_state,malignant_rmse,overall_rmse,spot_pcc,platform_gate,fit_seconds,input_spots,input_reference
openst,0.5,101,4096,2048,400,Tumor,Tumor_Keratin_Pearl,0.9462420887668921,ABSTAIN,0.9466839170037094,CAM,ABSTAIN,0.08394780264058437,0.11064099422982798,0.8491581574418828,0.01593783269386654,4.4834548789986,tmp-input-not-redistributed,tmp-input-not-redistributed
openst,0.5,102,4096,2048,400,Tumor,Tumor_Keratin_Pearl,0.9873514372036781,ABSTAIN,0.9873514372036781,Tumor_Keratin_Pearl,ABSTAIN,0.08412634260898179,0.11113395929372377,0.8462853171801871,0.009047571033447763,4.566619463999814,tmp-input-not-redistributed,tmp-input-not-redistributed
openst,0.5,103,4096,2048,400,Tumor,Tumor_Keratin_Pearl,0.965190185739226,ABSTAIN,0.965190185739226,Tumor_Keratin_Pearl,ABSTAIN,0.08567857839740167,0.10410398882049177,0.8672082770382294,0.012044064807194544,4.548148239999136,tmp-input-not-redistributed,tmp-input-not-redistributed
openst,0.75,101,4096,3072,400,Tumor,Tumor_Keratin_Pearl,0.9615437743040827,ABSTAIN,0.9615437743040827,Tumor_Keratin_Pearl,ABSTAIN,0.08030619293601615,0.10073131389906896,0.8760908932028092,0.014145542996955623,7.0293884970014915,tmp-input-not-redistributed,tmp-input-not-redistributed
openst,0.75,102,4096,3072,400,Tumor,Tumor_Keratin_Pearl,0.9782972955801255,ABSTAIN,0.9782972955801255,Tumor_Keratin_Pearl,ABSTAIN,0.07875620267974583,0.09977854424264186,0.8790875760382121,0.014852026288233552,7.07330576899767,tmp-input-not-redistributed,tmp-input-not-redistributed
openst,0.75,103,4096,3072,400,Tumor,Tumor_Keratin_Pearl,0.9822043945610418,ABSTAIN,0.9822043945610418,Tumor_Keratin_Pearl,ABSTAIN,0.07674611414406984,0.09733569262121626,0.8840590441958445,0.01371515791939338,6.996015643999272,tmp-input-not-redistributed,tmp-input-not-redistributed
openst,1.0,0,4096,4096,400,Tumor,Tumor_Keratin_Pearl,0.9726782006904068,ABSTAIN,0.9726782006904068,Tumor_Keratin_Pearl,ABSTAIN,0.07616445989677374,0.09715815188224945,0.8839444981171063,0.013200756748289404,10.064405389999592,tmp-input-not-redistributed,tmp-input-not-redistributed
