,x,y,Cancer.cells,Fibroblast,MoMacDC
cosmx_bcc_xdonor_spot_0000001936,-126956.72137605958,81442.16401181096,0.1153846153846153,0.6923076923076923,0.0384615384615384
cosmx_bcc_xdonor_spot_0000001937,-126959.6884090266,81806.82701547394,0.238095238095238,0.3809523809523809,0.1428571428571428
cosmx_bcc_xdonor_spot_0000001938,-126950.7861533875,82213.04255432106,0.2631578947368421,0.4210526315789473,0.1052631578947368
cosmx_bcc_xdonor_spot_0000001939,-126958.59317093136,82571.33495198187,0.0555555555555555,0.8333333333333334,0.1111111111111111
cosmx_bcc_xdonor_spot_0000001940,-126957.67294883788,82962.92534478065,0.6363636363636364,0.3636363636363636,0.0
cosmx_bcc_xdonor_spot_0000001941,-126968.25113065606,83333.42352659885,0.88,0.12,0.0
cosmx_bcc_xdonor_spot_0000001942,-126947.49113065605,83701.42352659885,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000001943,-126966.45409361903,84065.33611919144,0.9629629629629628,0.037037037037037,0.0
cosmx_bcc_xdonor_spot_0000001944,-126957.62749429242,84451.7889811443,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000001945,-126970.7085219604,84817.0913526858,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000001946,-126933.06805373299,85208.47429582963,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000001947,-126945.80692012973,85559.69089501988,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000001948,-126972.91970208462,85984.45781231312,0.9523809523809524,0.0476190476190476,0.0
cosmx_bcc_xdonor_spot_0000001949,-126966.65779732271,86304.46574882105,0.7777777777777778,0.1111111111111111,0.1111111111111111
cosmx_bcc_xdonor_spot_0000001950,-126960.69113065605,86675.69352659883,0.95,0.0,0.05
cosmx_bcc_xdonor_spot_0000001951,-127017.34827351314,86952.7435265988,0.4285714285714285,0.4285714285714285,0.1428571428571428
cosmx_bcc_xdonor_spot_0000002047,-126529.70232447033,77386.98193292037,0.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000002048,-126554.068991137,77729.11526625369,0.1,0.0,0.0
cosmx_bcc_xdonor_spot_0000002049,-126570.14171840972,78095.26981170823,0.5454545454545454,0.0,0.0
cosmx_bcc_xdonor_spot_0000002050,-126596.06593711612,78479.79871094874,0.5384615384615384,0.0,0.0769230769230769
cosmx_bcc_xdonor_spot_0000002051,-126657.79122369662,78885.1543964263,0.625,0.0,0.0
cosmx_bcc_xdonor_spot_0000002052,-126555.38661651593,79203.9612146081,0.3636363636363636,0.4545454545454545,0.0909090909090909
cosmx_bcc_xdonor_spot_0000002053,-126556.18459631389,79557.44606309297,0.0,1.0,0.0
cosmx_bcc_xdonor_spot_0000002054,-126600.795707425,79974.9043964263,0.0,0.875,0.125
cosmx_bcc_xdonor_spot_0000002055,-126557.2047983341,80302.23394188084,0.2727272727272727,0.6363636363636364,0.0909090909090909
cosmx_bcc_xdonor_spot_0000002056,-126538.93207106138,80649.41576006265,0.2727272727272727,0.7272727272727273,0.0
cosmx_bcc_xdonor_spot_0000002057,-126577.11062834984,81102.32485097175,0.2727272727272727,0.2727272727272727,0.0
cosmx_bcc_xdonor_spot_0000002058,-126567.14186127119,81447.08708873398,0.3076923076923077,0.5384615384615384,0.0
cosmx_bcc_xdonor_spot_0000002059,-126559.29570742503,81865.13653928344,0.5714285714285714,0.3571428571428571,0.0714285714285714
cosmx_bcc_xdonor_spot_0000002060,-126583.49570742501,82182.67939642629,0.4,0.6,0.0
cosmx_bcc_xdonor_spot_0000002061,-126586.54570742504,82595.34189642631,0.3125,0.5625,0.0
