spot,x,y,tumor_hat
cosmx_bcc_spot_0000046528,-455527.07599084696,-34304.225776385414,0.801685127497868
cosmx_bcc_spot_0000046919,-455104.0248935532,-39081.20570796967,1.8724951457825816e-15
cosmx_bcc_spot_0000046934,-455166.8693631666,-33603.21408047899,0.8545476199567352
cosmx_bcc_spot_0000046942,-455103.98576528317,-30836.293445558338,0.4775167014118993
cosmx_bcc_spot_0000047318,-454768.3481258765,-40869.084495848445,0.741033800377822
cosmx_bcc_spot_0000047319,-454788.177671331,-40460.664041302996,0.7040582313816813
cosmx_bcc_spot_0000047334,-454767.628622426,-34969.07915984405,0.6344013531945586
cosmx_bcc_spot_0000047367,-454789.521327312,-23113.933682505194,0.9406381497187104
cosmx_bcc_spot_0000047372,-454777.1070415977,-21276.690825362337,0.9574891938718194
cosmx_bcc_spot_0000047721,-454436.5248935532,-41230.09459685855,0.6896331660370919
cosmx_bcc_spot_0000048126,-454113.552671331,-40837.664041303,0.2655987805944711
cosmx_bcc_spot_0000048145,-454066.6286224259,-33989.2363027012,0.7200381939034676
cosmx_bcc_spot_0000048180,-454051.121327312,-21285.533682505196,0.7793612400767442
