spot,condition,Cancer.cells,Fibroblast,MoMacDC
cosmx_bcc_xdonor_spot_0000022100,Unwound,0.4,0.2,0.0
cosmx_bcc_xdonor_spot_0000022101,Unwound,0.9696969696969696,0.0,0.0
cosmx_bcc_xdonor_spot_0000022102,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000022103,Unwound,0.3,0.2,0.1
cosmx_bcc_xdonor_spot_0000022108,Unwound,0.9375,0.0,0.0
cosmx_bcc_xdonor_spot_0000022109,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000022110,Unwound,0.975,0.0,0.0
cosmx_bcc_xdonor_spot_0000022111,Unwound,0.9705882352941176,0.0,0.0
cosmx_bcc_xdonor_spot_0000022112,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000022113,Unwound,0.967741935483871,0.0,0.0
cosmx_bcc_xdonor_spot_0000022114,Unwound,0.9230769230769232,0.0,0.0
cosmx_bcc_xdonor_spot_0000022115,Unwound,0.9705882352941176,0.0,0.0
cosmx_bcc_xdonor_spot_0000022116,Unwound,0.9743589743589745,0.0,0.0
cosmx_bcc_xdonor_spot_0000022117,Unwound,0.8571428571428571,0.0,0.0
cosmx_bcc_xdonor_spot_0000022152,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000022153,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000022154,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000022338,Unwound,0.1428571428571428,0.5714285714285714,0.1428571428571428
cosmx_bcc_xdonor_spot_0000022339,Unwound,0.9473684210526316,0.0,0.0526315789473684
cosmx_bcc_xdonor_spot_0000022340,Unwound,0.6923076923076923,0.0769230769230769,0.0
cosmx_bcc_xdonor_spot_0000022341,Unwound,0.6153846153846154,0.2307692307692307,0.0
cosmx_bcc_xdonor_spot_0000022342,Unwound,0.9523809523809524,0.0476190476190476,0.0
cosmx_bcc_xdonor_spot_0000022343,Unwound,0.3333333333333333,0.1666666666666666,0.1666666666666666
cosmx_bcc_xdonor_spot_0000022398,Unwound,0.3636363636363636,0.0,0.0
cosmx_bcc_xdonor_spot_0000022401,Unwound,0.2727272727272727,0.0909090909090909,0.0
cosmx_bcc_xdonor_spot_0000022402,Unwound,0.4615384615384615,0.2307692307692307,0.0
cosmx_bcc_xdonor_spot_0000022408,Unwound,0.9047619047619048,0.0,0.0
cosmx_bcc_xdonor_spot_0000022409,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000022410,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000022411,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000022412,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000022413,Unwound,0.9545454545454546,0.0454545454545454,0.0
cosmx_bcc_xdonor_spot_0000022414,Unwound,0.5,0.2727272727272727,0.0909090909090909
cosmx_bcc_xdonor_spot_0000022415,Unwound,0.2,0.2666666666666666,0.0
cosmx_bcc_xdonor_spot_0000022636,Unwound,0.0,0.8,0.0
cosmx_bcc_xdonor_spot_0000022637,Unwound,0.9166666666666666,0.0833333333333333,0.0
cosmx_bcc_xdonor_spot_0000022638,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000022639,Unwound,0.9166666666666666,0.0833333333333333,0.0
cosmx_bcc_xdonor_spot_0000022640,Unwound,0.2,0.3,0.0
cosmx_bcc_xdonor_spot_0000022708,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000022709,Unwound,0.9722222222222222,0.0,0.0
cosmx_bcc_xdonor_spot_0000022710,Unwound,0.4761904761904761,0.3333333333333333,0.0
cosmx_bcc_xdonor_spot_0000022711,Unwound,0.3684210526315789,0.4210526315789473,0.1052631578947368
cosmx_bcc_xdonor_spot_0000022712,Unwound,0.1111111111111111,0.5,0.0555555555555555
cosmx_bcc_xdonor_spot_0000022713,Unwound,0.0,0.6666666666666666,0.1111111111111111
cosmx_bcc_xdonor_spot_0000022714,Unwound,0.0,0.1428571428571428,0.0
cosmx_bcc_xdonor_spot_0000022937,Unwound,0.75,0.25,0.0
cosmx_bcc_xdonor_spot_0000022938,Unwound,0.2,0.4,0.0
cosmx_bcc_xdonor_spot_0000022939,Unwound,0.2222222222222222,0.4444444444444444,0.0
cosmx_bcc_xdonor_spot_0000023002,Unwound,0.0,0.6,0.0
cosmx_bcc_xdonor_spot_0000023003,Unwound,0.1,0.3,0.0
cosmx_bcc_xdonor_spot_0000023009,Unwound,0.0,0.4444444444444444,0.1111111111111111
cosmx_bcc_xdonor_spot_0000023010,Unwound,0.0,0.5,0.0
cosmx_bcc_xdonor_spot_0000023011,Unwound,0.0,0.238095238095238,0.0952380952380952
cosmx_bcc_xdonor_spot_0000023301,Unwound,0.2307692307692307,0.3076923076923077,0.0
cosmx_bcc_xdonor_spot_0000023302,Unwound,0.0,0.2222222222222222,0.0
cosmx_bcc_xdonor_spot_0000023304,Unwound,0.4,0.2,0.0
cosmx_bcc_xdonor_spot_0000023305,Unwound,0.125,0.5,0.0
cosmx_bcc_xdonor_spot_0000023307,Unwound,0.2,0.4,0.0
cosmx_bcc_xdonor_spot_0000023308,Unwound,0.0,0.4,0.0666666666666666
cosmx_bcc_xdonor_spot_0000023309,Unwound,0.0,0.2272727272727272,0.0
cosmx_bcc_xdonor_spot_0000023310,Unwound,0.0,0.0666666666666666,0.0
cosmx_bcc_xdonor_spot_0000023311,Unwound,0.0,0.5,0.0
cosmx_bcc_xdonor_spot_0000023600,Unwound,0.1428571428571428,0.1428571428571428,0.2857142857142857
cosmx_bcc_xdonor_spot_0000023601,Unwound,0.1666666666666666,0.1666666666666666,0.0
cosmx_bcc_xdonor_spot_0000023602,Unwound,0.4,0.0,0.1
cosmx_bcc_xdonor_spot_0000023606,Unwound,0.0,0.1428571428571428,0.0
cosmx_bcc_xdonor_spot_0000023607,Unwound,0.0,0.5,0.0
cosmx_bcc_xdonor_spot_0000023608,Unwound,0.0,0.3333333333333333,0.0
cosmx_bcc_xdonor_spot_0000058635,Wound,0.1666666666666666,0.0,0.0
cosmx_bcc_xdonor_spot_0000058636,Wound,0.3,0.0,0.0
cosmx_bcc_xdonor_spot_0000058936,Wound,0.125,0.0,0.0
cosmx_bcc_xdonor_spot_0000058937,Wound,0.1,0.3,0.3
cosmx_bcc_xdonor_spot_0000058938,Wound,0.0,0.1428571428571428,0.0
cosmx_bcc_xdonor_spot_0000059231,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000059232,Wound,0.9090909090909092,0.0909090909090909,0.0
cosmx_bcc_xdonor_spot_0000059233,Wound,0.0,0.4166666666666667,0.0833333333333333
cosmx_bcc_xdonor_spot_0000059234,Wound,0.0476190476190476,0.238095238095238,0.1428571428571428
cosmx_bcc_xdonor_spot_0000059235,Wound,0.0526315789473684,0.3684210526315789,0.2105263157894736
cosmx_bcc_xdonor_spot_0000059236,Wound,0.5,0.05,0.05
cosmx_bcc_xdonor_spot_0000059237,Wound,0.2727272727272727,0.2727272727272727,0.0
cosmx_bcc_xdonor_spot_0000059239,Wound,0.4444444444444444,0.2222222222222222,0.0
cosmx_bcc_xdonor_spot_0000059240,Wound,0.0,0.2857142857142857,0.0
cosmx_bcc_xdonor_spot_0000059529,Wound,0.0,0.8571428571428571,0.1428571428571428
cosmx_bcc_xdonor_spot_0000059530,Wound,0.925925925925926,0.0,0.0
cosmx_bcc_xdonor_spot_0000059531,Wound,0.9428571428571428,0.0,0.0
cosmx_bcc_xdonor_spot_0000059532,Wound,0.8275862068965517,0.0,0.0
cosmx_bcc_xdonor_spot_0000059533,Wound,0.6296296296296297,0.2222222222222222,0.074074074074074
cosmx_bcc_xdonor_spot_0000059534,Wound,0.1,0.25,0.45
cosmx_bcc_xdonor_spot_0000059535,Wound,0.4375,0.3125,0.0625
cosmx_bcc_xdonor_spot_0000059536,Wound,0.8181818181818182,0.0909090909090909,0.0
cosmx_bcc_xdonor_spot_0000059537,Wound,0.8235294117647058,0.1764705882352941,0.0
cosmx_bcc_xdonor_spot_0000059538,Wound,0.8,0.0666666666666666,0.0
cosmx_bcc_xdonor_spot_0000059539,Wound,0.0,0.6666666666666666,0.0
cosmx_bcc_xdonor_spot_0000059827,Wound,0.0,0.2,0.2
cosmx_bcc_xdonor_spot_0000059828,Wound,0.0,0.5,0.125
cosmx_bcc_xdonor_spot_0000059829,Wound,0.935483870967742,0.0,0.0
cosmx_bcc_xdonor_spot_0000059830,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000059831,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000059832,Wound,0.9714285714285714,0.0,0.0
cosmx_bcc_xdonor_spot_0000059833,Wound,0.4,0.3666666666666666,0.1
cosmx_bcc_xdonor_spot_0000059834,Wound,0.3636363636363636,0.5454545454545454,0.0454545454545454
cosmx_bcc_xdonor_spot_0000059835,Wound,0.95,0.0,0.0
cosmx_bcc_xdonor_spot_0000059836,Wound,0.9090909090909092,0.0,0.0
cosmx_bcc_xdonor_spot_0000059837,Wound,0.7,0.0,0.0
cosmx_bcc_xdonor_spot_0000059838,Wound,0.4,0.2,0.2
cosmx_bcc_xdonor_spot_0000059839,Wound,0.0,0.125,0.75
cosmx_bcc_xdonor_spot_0000059841,Wound,0.0,0.0,0.125
cosmx_bcc_xdonor_spot_0000059842,Wound,0.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000060126,Wound,0.0,0.0,0.4
cosmx_bcc_xdonor_spot_0000060127,Wound,0.0,0.5555555555555556,0.0
cosmx_bcc_xdonor_spot_0000060128,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000060129,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000060130,Wound,0.9666666666666668,0.0,0.0333333333333333
cosmx_bcc_xdonor_spot_0000060131,Wound,0.9411764705882352,0.0,0.0294117647058823
cosmx_bcc_xdonor_spot_0000060132,Wound,0.2222222222222222,0.2222222222222222,0.4444444444444444
cosmx_bcc_xdonor_spot_0000060133,Wound,0.6333333333333333,0.0,0.1666666666666666
cosmx_bcc_xdonor_spot_0000060134,Wound,0.25,0.4642857142857143,0.1071428571428571
cosmx_bcc_xdonor_spot_0000060135,Wound,0.68,0.12,0.08
cosmx_bcc_xdonor_spot_0000060136,Wound,0.782608695652174,0.0,0.0434782608695652
cosmx_bcc_xdonor_spot_0000060137,Wound,0.2413793103448276,0.0689655172413793,0.3793103448275862
cosmx_bcc_xdonor_spot_0000060138,Wound,0.1111111111111111,0.2222222222222222,0.3888888888888889
cosmx_bcc_xdonor_spot_0000060139,Wound,0.4705882352941176,0.2352941176470588,0.1764705882352941
cosmx_bcc_xdonor_spot_0000060140,Wound,0.1,0.8,0.0
cosmx_bcc_xdonor_spot_0000060141,Wound,0.0,0.2307692307692307,0.0
cosmx_bcc_xdonor_spot_0000060425,Wound,0.0909090909090909,0.5454545454545454,0.0
cosmx_bcc_xdonor_spot_0000060426,Wound,0.6842105263157895,0.0526315789473684,0.0526315789473684
cosmx_bcc_xdonor_spot_0000060427,Wound,0.979591836734694,0.0,0.0
cosmx_bcc_xdonor_spot_0000060428,Wound,0.9393939393939394,0.0606060606060606,0.0
cosmx_bcc_xdonor_spot_0000060429,Wound,0.9629629629629628,0.0,0.037037037037037
cosmx_bcc_xdonor_spot_0000060430,Wound,0.8181818181818182,0.0909090909090909,0.0909090909090909
cosmx_bcc_xdonor_spot_0000060431,Wound,0.391304347826087,0.2608695652173913,0.3478260869565217
cosmx_bcc_xdonor_spot_0000060432,Wound,0.3333333333333333,0.2857142857142857,0.2857142857142857
cosmx_bcc_xdonor_spot_0000060433,Wound,0.8,0.0333333333333333,0.0
cosmx_bcc_xdonor_spot_0000060434,Wound,0.56,0.4,0.04
cosmx_bcc_xdonor_spot_0000060435,Wound,0.0666666666666666,0.6666666666666666,0.1333333333333333
cosmx_bcc_xdonor_spot_0000060436,Wound,0.4090909090909091,0.1363636363636363,0.2272727272727272
cosmx_bcc_xdonor_spot_0000060437,Wound,0.7083333333333334,0.1666666666666666,0.0833333333333333
cosmx_bcc_xdonor_spot_0000060438,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000060439,Wound,0.7368421052631579,0.0,0.0
cosmx_bcc_xdonor_spot_0000060440,Wound,0.0666666666666666,0.3333333333333333,0.2
cosmx_bcc_xdonor_spot_0000060441,Wound,0.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000060445,Wound,0.8571428571428571,0.0,0.0
cosmx_bcc_xdonor_spot_0000060446,Wound,0.2727272727272727,0.0,0.0
cosmx_bcc_xdonor_spot_0000060724,Wound,0.1176470588235294,0.4705882352941176,0.1176470588235294
cosmx_bcc_xdonor_spot_0000060725,Wound,0.5151515151515151,0.1818181818181818,0.0606060606060606
cosmx_bcc_xdonor_spot_0000060726,Wound,0.76,0.08,0.04
cosmx_bcc_xdonor_spot_0000060727,Wound,0.9629629629629628,0.0,0.037037037037037
cosmx_bcc_xdonor_spot_0000060728,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000060729,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000060730,Wound,0.9642857142857144,0.0357142857142857,0.0
cosmx_bcc_xdonor_spot_0000060731,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000060732,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000060733,Wound,0.9230769230769232,0.0769230769230769,0.0
cosmx_bcc_xdonor_spot_0000060734,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000060735,Wound,0.3846153846153846,0.3076923076923077,0.1538461538461538
cosmx_bcc_xdonor_spot_0000060736,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000060737,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000060738,Wound,0.9523809523809524,0.0,0.0
cosmx_bcc_xdonor_spot_0000060739,Wound,0.4166666666666667,0.0,0.0
cosmx_bcc_xdonor_spot_0000060740,Wound,0.2142857142857142,0.0,0.0714285714285714
cosmx_bcc_xdonor_spot_0000060741,Wound,0.0833333333333333,0.4166666666666667,0.0
cosmx_bcc_xdonor_spot_0000060742,Wound,0.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061023,Wound,0.9411764705882352,0.0588235294117647,0.0
cosmx_bcc_xdonor_spot_0000061024,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061025,Wound,0.8333333333333334,0.0,0.0
cosmx_bcc_xdonor_spot_0000061026,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061027,Wound,0.9666666666666668,0.0,0.0
cosmx_bcc_xdonor_spot_0000061028,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061029,Wound,0.96,0.0,0.0
cosmx_bcc_xdonor_spot_0000061030,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061031,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061032,Wound,0.9047619047619048,0.0952380952380952,0.0
cosmx_bcc_xdonor_spot_0000061033,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061034,Wound,0.6153846153846154,0.3076923076923077,0.0769230769230769
cosmx_bcc_xdonor_spot_0000061035,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061036,Wound,0.9615384615384616,0.0,0.0
cosmx_bcc_xdonor_spot_0000061037,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061038,Wound,0.9411764705882352,0.0,0.0
cosmx_bcc_xdonor_spot_0000061039,Wound,0.8,0.0,0.0666666666666666
cosmx_bcc_xdonor_spot_0000061040,Wound,0.0,0.5882352941176471,0.4117647058823529
cosmx_bcc_xdonor_spot_0000061041,Wound,0.3333333333333333,0.2222222222222222,0.3333333333333333
cosmx_bcc_xdonor_spot_0000061042,Wound,0.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061046,Wound,0.6,0.2,0.0
cosmx_bcc_xdonor_spot_0000061322,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061323,Wound,0.84375,0.0625,0.0
cosmx_bcc_xdonor_spot_0000061324,Wound,0.8518518518518519,0.074074074074074,0.0
cosmx_bcc_xdonor_spot_0000061325,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061326,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061327,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061328,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061329,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061330,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061331,Wound,0.9545454545454546,0.0454545454545454,0.0
cosmx_bcc_xdonor_spot_0000061332,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061333,Wound,0.5882352941176471,0.1764705882352941,0.0588235294117647
cosmx_bcc_xdonor_spot_0000061334,Wound,0.9333333333333332,0.0,0.0333333333333333
cosmx_bcc_xdonor_spot_0000061335,Wound,0.9545454545454546,0.0,0.0
cosmx_bcc_xdonor_spot_0000061336,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061337,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061338,Wound,0.0384615384615384,0.5384615384615384,0.2307692307692307
cosmx_bcc_xdonor_spot_0000061339,Wound,0.0,0.3333333333333333,0.3666666666666666
cosmx_bcc_xdonor_spot_0000061340,Wound,0.0,0.4090909090909091,0.5454545454545454
cosmx_bcc_xdonor_spot_0000061341,Wound,0.0,0.0714285714285714,0.2857142857142857
cosmx_bcc_xdonor_spot_0000061342,Wound,0.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061346,Wound,0.6,0.0,0.0
cosmx_bcc_xdonor_spot_0000061621,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061622,Wound,0.9615384615384616,0.0,0.0
cosmx_bcc_xdonor_spot_0000061623,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061624,Wound,0.9310344827586208,0.0,0.0344827586206896
cosmx_bcc_xdonor_spot_0000061625,Wound,0.9428571428571428,0.0,0.0571428571428571
cosmx_bcc_xdonor_spot_0000061626,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061627,Wound,0.9230769230769232,0.0,0.0384615384615384
cosmx_bcc_xdonor_spot_0000061628,Wound,0.9583333333333334,0.0,0.0
cosmx_bcc_xdonor_spot_0000061629,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061630,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061631,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061632,Wound,0.5833333333333334,0.2083333333333333,0.125
cosmx_bcc_xdonor_spot_0000061633,Wound,0.8076923076923077,0.0,0.1153846153846153
cosmx_bcc_xdonor_spot_0000061634,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061635,Wound,0.6956521739130435,0.0434782608695652,0.1304347826086956
cosmx_bcc_xdonor_spot_0000061636,Wound,0.217391304347826,0.4347826086956521,0.1304347826086956
cosmx_bcc_xdonor_spot_0000061637,Wound,0.0909090909090909,0.2727272727272727,0.4545454545454545
cosmx_bcc_xdonor_spot_0000061638,Wound,0.0454545454545454,0.4090909090909091,0.4090909090909091
cosmx_bcc_xdonor_spot_0000061639,Wound,0.0869565217391304,0.4347826086956521,0.3478260869565217
cosmx_bcc_xdonor_spot_0000061640,Wound,0.0,0.1071428571428571,0.25
cosmx_bcc_xdonor_spot_0000061641,Wound,0.0,0.0769230769230769,0.3076923076923077
cosmx_bcc_xdonor_spot_0000061644,Wound,0.6,0.0,0.0
cosmx_bcc_xdonor_spot_0000061645,Wound,0.4,0.0,0.0
cosmx_bcc_xdonor_spot_0000061920,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061921,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061922,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061923,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061924,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061925,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061926,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061927,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061928,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061929,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061930,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000061931,Wound,0.3478260869565217,0.1739130434782608,0.0869565217391304
cosmx_bcc_xdonor_spot_0000061932,Wound,0.6538461538461539,0.2692307692307692,0.0769230769230769
cosmx_bcc_xdonor_spot_0000061933,Wound,0.75,0.0625,0.0
cosmx_bcc_xdonor_spot_0000061934,Wound,0.5263157894736842,0.1052631578947368,0.2631578947368421
cosmx_bcc_xdonor_spot_0000061935,Wound,0.782608695652174,0.1739130434782608,0.0434782608695652
cosmx_bcc_xdonor_spot_0000061936,Wound,0.7058823529411765,0.0,0.1176470588235294
cosmx_bcc_xdonor_spot_0000061937,Wound,0.8421052631578947,0.0,0.0
cosmx_bcc_xdonor_spot_0000061938,Wound,0.3888888888888889,0.0,0.3333333333333333
cosmx_bcc_xdonor_spot_0000061939,Wound,0.0416666666666666,0.125,0.3333333333333333
cosmx_bcc_xdonor_spot_0000061940,Wound,0.0,0.0769230769230769,0.0769230769230769
cosmx_bcc_xdonor_spot_0000061941,Wound,0.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000062219,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000062220,Wound,0.9615384615384616,0.0,0.0384615384615384
cosmx_bcc_xdonor_spot_0000062221,Wound,0.9444444444444444,0.0,0.0
cosmx_bcc_xdonor_spot_0000062222,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000062223,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000062224,Wound,0.8846153846153846,0.0,0.0769230769230769
cosmx_bcc_xdonor_spot_0000062225,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000062226,Wound,0.9666666666666668,0.0,0.0333333333333333
cosmx_bcc_xdonor_spot_0000062227,Wound,0.9615384615384616,0.0,0.0384615384615384
cosmx_bcc_xdonor_spot_0000062228,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000062229,Wound,0.7857142857142857,0.1071428571428571,0.0357142857142857
cosmx_bcc_xdonor_spot_0000062230,Wound,0.3333333333333333,0.5,0.0333333333333333
cosmx_bcc_xdonor_spot_0000062231,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000062232,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000062233,Wound,0.9090909090909092,0.0909090909090909,0.0
cosmx_bcc_xdonor_spot_0000062234,Wound,0.9444444444444444,0.0555555555555555,0.0
cosmx_bcc_xdonor_spot_0000062235,Wound,0.875,0.0416666666666666,0.0416666666666666
cosmx_bcc_xdonor_spot_0000062236,Wound,0.8421052631578947,0.0526315789473684,0.0
cosmx_bcc_xdonor_spot_0000062237,Wound,0.2222222222222222,0.5,0.2222222222222222
cosmx_bcc_xdonor_spot_0000062238,Wound,0.0,0.1578947368421052,0.5789473684210527
cosmx_bcc_xdonor_spot_0000062239,Wound,0.0,0.1818181818181818,0.0909090909090909
cosmx_bcc_xdonor_spot_0000062240,Wound,0.0,0.375,0.125
cosmx_bcc_xdonor_spot_0000062518,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000062519,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000062520,Wound,0.9375,0.0,0.0625
cosmx_bcc_xdonor_spot_0000062521,Wound,0.92,0.08,0.0
cosmx_bcc_xdonor_spot_0000062522,Wound,0.9523809523809524,0.0,0.0476190476190476
cosmx_bcc_xdonor_spot_0000062523,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000062524,Wound,0.85,0.05,0.1
cosmx_bcc_xdonor_spot_0000062525,Wound,0.9428571428571428,0.0571428571428571,0.0
cosmx_bcc_xdonor_spot_0000062526,Wound,0.8947368421052632,0.1052631578947368,0.0
cosmx_bcc_xdonor_spot_0000062527,Wound,0.9230769230769232,0.0384615384615384,0.0384615384615384
cosmx_bcc_xdonor_spot_0000062528,Wound,0.3448275862068966,0.2068965517241379,0.1034482758620689
cosmx_bcc_xdonor_spot_0000062529,Wound,0.6111111111111112,0.2777777777777778,0.1111111111111111
cosmx_bcc_xdonor_spot_0000062530,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000062531,Wound,0.8666666666666667,0.0666666666666666,0.0
cosmx_bcc_xdonor_spot_0000062532,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000062533,Wound,0.6842105263157895,0.3157894736842105,0.0
cosmx_bcc_xdonor_spot_0000062534,Wound,0.5769230769230769,0.2307692307692307,0.1923076923076923
cosmx_bcc_xdonor_spot_0000062535,Wound,0.6,0.15,0.2
cosmx_bcc_xdonor_spot_0000062536,Wound,0.0,0.4,0.4666666666666667
cosmx_bcc_xdonor_spot_0000062537,Wound,0.0588235294117647,0.5294117647058824,0.1764705882352941
cosmx_bcc_xdonor_spot_0000062538,Wound,0.1176470588235294,0.2352941176470588,0.0588235294117647
cosmx_bcc_xdonor_spot_0000062540,Wound,0.0,0.1428571428571428,0.0
cosmx_bcc_xdonor_spot_0000062817,Wound,0.9285714285714286,0.0,0.0
cosmx_bcc_xdonor_spot_0000062818,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000062819,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000062820,Wound,0.9523809523809524,0.0476190476190476,0.0
cosmx_bcc_xdonor_spot_0000062821,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000062822,Wound,0.9310344827586208,0.0,0.0689655172413793
cosmx_bcc_xdonor_spot_0000062823,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000062824,Wound,0.7,0.1,0.15
cosmx_bcc_xdonor_spot_0000062825,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000062826,Wound,0.3888888888888889,0.2222222222222222,0.3333333333333333
cosmx_bcc_xdonor_spot_0000062827,Wound,0.0,0.4545454545454545,0.5454545454545454
cosmx_bcc_xdonor_spot_0000062828,Wound,0.7647058823529411,0.1764705882352941,0.0588235294117647
cosmx_bcc_xdonor_spot_0000062829,Wound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000062830,Wound,0.9444444444444444,0.0555555555555555,0.0
cosmx_bcc_xdonor_spot_0000062831,Wound,0.8333333333333334,0.0,0.0
cosmx_bcc_xdonor_spot_0000062832,Wound,0.3684210526315789,0.0,0.3157894736842105
cosmx_bcc_xdonor_spot_0000062833,Wound,0.0,0.5,0.3125
cosmx_bcc_xdonor_spot_0000062834,Wound,0.0,0.2068965517241379,0.5862068965517241
cosmx_bcc_xdonor_spot_0000062835,Wound,0.0,0.2903225806451613,0.1612903225806451
cosmx_bcc_xdonor_spot_0000062836,Wound,0.2222222222222222,0.2222222222222222,0.2222222222222222
cosmx_bcc_xdonor_spot_0000062837,Wound,0.2142857142857142,0.0714285714285714,0.1428571428571428
cosmx_bcc_xdonor_spot_0000062838,Wound,0.25,0.0625,0.0
cosmx_bcc_xdonor_spot_0000062839,Wound,0.1666666666666666,0.0,0.1666666666666666
