spot,condition,Cancer.cells,Fibroblast,MoMacDC
cosmx_bcc_xdonor_spot_0000016733,Unwound,0.1818181818181818,0.0,0.0
cosmx_bcc_xdonor_spot_0000016734,Unwound,0.3333333333333333,0.1666666666666666,0.0
cosmx_bcc_xdonor_spot_0000016752,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000016753,Baseline,0.8333333333333334,0.1666666666666666,0.0
cosmx_bcc_xdonor_spot_0000016754,Baseline,0.25,0.625,0.0
cosmx_bcc_xdonor_spot_0000016755,Baseline,0.1818181818181818,0.2727272727272727,0.0
cosmx_bcc_xdonor_spot_0000016758,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000016759,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000016760,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000016761,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000016762,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000016763,Baseline,0.9047619047619048,0.0476190476190476,0.0
cosmx_bcc_xdonor_spot_0000016764,Baseline,0.1,0.4,0.0
cosmx_bcc_xdonor_spot_0000016769,Baseline,0.4444444444444444,0.1111111111111111,0.0
cosmx_bcc_xdonor_spot_0000016770,Baseline,0.2222222222222222,0.3333333333333333,0.0
cosmx_bcc_xdonor_spot_0000016771,Baseline,0.2,0.6,0.2
cosmx_bcc_xdonor_spot_0000016774,Baseline,0.95,0.0,0.0
cosmx_bcc_xdonor_spot_0000016775,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000016776,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000016777,Baseline,0.9583333333333334,0.0,0.0
cosmx_bcc_xdonor_spot_0000016778,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000016779,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000016781,Baseline,0.7857142857142857,0.2142857142857142,0.0
cosmx_bcc_xdonor_spot_0000016782,Baseline,0.4666666666666667,0.2666666666666666,0.0
cosmx_bcc_xdonor_spot_0000016783,Baseline,0.75,0.125,0.0
cosmx_bcc_xdonor_spot_0000016784,Baseline,0.5333333333333333,0.4,0.0
cosmx_bcc_xdonor_spot_0000016785,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000016786,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000016787,Baseline,0.6666666666666666,0.0,0.0
cosmx_bcc_xdonor_spot_0000016957,Unwound,0.8333333333333334,0.1666666666666666,0.0
cosmx_bcc_xdonor_spot_0000016959,Unwound,0.0,0.3333333333333333,0.0
cosmx_bcc_xdonor_spot_0000016961,Unwound,0.2857142857142857,0.5714285714285714,0.0
cosmx_bcc_xdonor_spot_0000016962,Unwound,0.1,0.6,0.0
cosmx_bcc_xdonor_spot_0000016963,Unwound,0.9,0.0,0.0
cosmx_bcc_xdonor_spot_0000016964,Unwound,0.6923076923076923,0.2307692307692307,0.0
cosmx_bcc_xdonor_spot_0000016965,Unwound,0.6956521739130435,0.1304347826086956,0.0
cosmx_bcc_xdonor_spot_0000016966,Unwound,0.6428571428571429,0.0714285714285714,0.0
cosmx_bcc_xdonor_spot_0000016967,Unwound,0.1666666666666666,0.8333333333333334,0.0
cosmx_bcc_xdonor_spot_0000017008,Unwound,0.0769230769230769,0.1153846153846153,0.6538461538461539
cosmx_bcc_xdonor_spot_0000017009,Unwound,0.05,0.25,0.35
cosmx_bcc_xdonor_spot_0000017010,Unwound,0.9130434782608696,0.0434782608695652,0.0
cosmx_bcc_xdonor_spot_0000017011,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017012,Unwound,0.65,0.3,0.05
cosmx_bcc_xdonor_spot_0000017013,Unwound,0.75,0.25,0.0
cosmx_bcc_xdonor_spot_0000017014,Unwound,0.8214285714285714,0.0714285714285714,0.0357142857142857
cosmx_bcc_xdonor_spot_0000017015,Unwound,0.1904761904761904,0.5238095238095238,0.1428571428571428
cosmx_bcc_xdonor_spot_0000017016,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017017,Unwound,0.875,0.03125,0.03125
cosmx_bcc_xdonor_spot_0000017022,Unwound,0.8888888888888888,0.0555555555555555,0.0
cosmx_bcc_xdonor_spot_0000017023,Unwound,0.75,0.125,0.0
cosmx_bcc_xdonor_spot_0000017024,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017025,Unwound,0.9,0.1,0.0
cosmx_bcc_xdonor_spot_0000017026,Unwound,0.95,0.05,0.0
cosmx_bcc_xdonor_spot_0000017027,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017028,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017029,Unwound,0.9523809523809524,0.0,0.0
cosmx_bcc_xdonor_spot_0000017030,Unwound,0.7407407407407407,0.1111111111111111,0.0
cosmx_bcc_xdonor_spot_0000017031,Unwound,0.2,0.5,0.0
cosmx_bcc_xdonor_spot_0000017032,Unwound,0.0588235294117647,0.2941176470588235,0.0
cosmx_bcc_xdonor_spot_0000017033,Unwound,0.0909090909090909,0.0,0.0
cosmx_bcc_xdonor_spot_0000017034,Unwound,0.3333333333333333,0.1666666666666666,0.0
cosmx_bcc_xdonor_spot_0000017052,Baseline,0.125,0.25,0.0
cosmx_bcc_xdonor_spot_0000017053,Baseline,0.1111111111111111,0.6666666666666666,0.0
cosmx_bcc_xdonor_spot_0000017054,Baseline,0.1428571428571428,0.5714285714285714,0.0
cosmx_bcc_xdonor_spot_0000017058,Baseline,0.95,0.0,0.0
cosmx_bcc_xdonor_spot_0000017060,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017061,Baseline,0.9090909090909092,0.0909090909090909,0.0
cosmx_bcc_xdonor_spot_0000017066,Baseline,0.9285714285714286,0.0,0.0
cosmx_bcc_xdonor_spot_0000017067,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017068,Baseline,0.6666666666666666,0.3333333333333333,0.0
cosmx_bcc_xdonor_spot_0000017073,Baseline,0.6153846153846154,0.0769230769230769,0.0
cosmx_bcc_xdonor_spot_0000017074,Baseline,0.8421052631578947,0.0,0.0
cosmx_bcc_xdonor_spot_0000017075,Baseline,0.8666666666666667,0.0,0.0
cosmx_bcc_xdonor_spot_0000017076,Baseline,0.9473684210526316,0.0,0.0
cosmx_bcc_xdonor_spot_0000017077,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017078,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017079,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017080,Baseline,0.9230769230769232,0.0769230769230769,0.0
cosmx_bcc_xdonor_spot_0000017081,Baseline,0.9090909090909092,0.0,0.0
cosmx_bcc_xdonor_spot_0000017082,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017084,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017085,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017086,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017256,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017257,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017258,Unwound,0.8571428571428571,0.0,0.0
cosmx_bcc_xdonor_spot_0000017259,Unwound,0.3529411764705882,0.1764705882352941,0.0588235294117647
cosmx_bcc_xdonor_spot_0000017260,Unwound,0.9473684210526316,0.0526315789473684,0.0
cosmx_bcc_xdonor_spot_0000017261,Unwound,0.7368421052631579,0.1052631578947368,0.0
cosmx_bcc_xdonor_spot_0000017262,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017263,Unwound,0.75,0.125,0.0625
cosmx_bcc_xdonor_spot_0000017264,Unwound,0.9090909090909092,0.0454545454545454,0.0
cosmx_bcc_xdonor_spot_0000017265,Unwound,0.0,0.8888888888888888,0.0
cosmx_bcc_xdonor_spot_0000017266,Unwound,0.1428571428571428,0.7142857142857143,0.0
cosmx_bcc_xdonor_spot_0000017306,Unwound,0.3684210526315789,0.0,0.0526315789473684
cosmx_bcc_xdonor_spot_0000017307,Unwound,0.0476190476190476,0.0,0.8095238095238095
cosmx_bcc_xdonor_spot_0000017308,Unwound,0.0,0.2666666666666666,0.6
cosmx_bcc_xdonor_spot_0000017309,Unwound,0.4782608695652174,0.3478260869565217,0.1304347826086956
cosmx_bcc_xdonor_spot_0000017310,Unwound,0.8095238095238095,0.0476190476190476,0.0952380952380952
cosmx_bcc_xdonor_spot_0000017311,Unwound,0.6666666666666666,0.1666666666666666,0.1111111111111111
cosmx_bcc_xdonor_spot_0000017312,Unwound,0.9565217391304348,0.0434782608695652,0.0
cosmx_bcc_xdonor_spot_0000017313,Unwound,0.5217391304347826,0.3478260869565217,0.0434782608695652
cosmx_bcc_xdonor_spot_0000017314,Unwound,0.0625,0.4375,0.125
cosmx_bcc_xdonor_spot_0000017315,Unwound,0.7,0.2,0.05
cosmx_bcc_xdonor_spot_0000017316,Unwound,0.6,0.0666666666666666,0.0
cosmx_bcc_xdonor_spot_0000017317,Unwound,0.2,0.2,0.0
cosmx_bcc_xdonor_spot_0000017321,Unwound,0.9473684210526316,0.0526315789473684,0.0
cosmx_bcc_xdonor_spot_0000017322,Unwound,0.9310344827586208,0.0344827586206896,0.0
cosmx_bcc_xdonor_spot_0000017323,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017324,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017325,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017326,Unwound,0.96875,0.0,0.0
cosmx_bcc_xdonor_spot_0000017327,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017328,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017329,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017332,Unwound,0.875,0.0,0.0
cosmx_bcc_xdonor_spot_0000017352,Baseline,0.1111111111111111,0.7777777777777778,0.0
cosmx_bcc_xdonor_spot_0000017353,Baseline,0.3,0.2,0.0
cosmx_bcc_xdonor_spot_0000017355,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017356,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017357,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017358,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017359,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017360,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017361,Baseline,0.9523809523809524,0.0,0.0
cosmx_bcc_xdonor_spot_0000017362,Baseline,0.9411764705882352,0.0,0.0
cosmx_bcc_xdonor_spot_0000017363,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017364,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017365,Baseline,0.7777777777777778,0.2222222222222222,0.0
cosmx_bcc_xdonor_spot_0000017366,Baseline,0.4444444444444444,0.2222222222222222,0.0
cosmx_bcc_xdonor_spot_0000017370,Baseline,0.3333333333333333,0.5555555555555556,0.0
cosmx_bcc_xdonor_spot_0000017371,Baseline,0.7272727272727273,0.0,0.0
cosmx_bcc_xdonor_spot_0000017372,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017373,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017374,Baseline,0.0,0.75,0.125
cosmx_bcc_xdonor_spot_0000017375,Baseline,0.375,0.625,0.0
cosmx_bcc_xdonor_spot_0000017376,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017377,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017378,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017379,Baseline,0.875,0.0,0.0
cosmx_bcc_xdonor_spot_0000017380,Baseline,0.9375,0.0,0.0
cosmx_bcc_xdonor_spot_0000017381,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017382,Baseline,0.9375,0.0625,0.0
cosmx_bcc_xdonor_spot_0000017383,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017385,Baseline,0.4,0.0,0.0
cosmx_bcc_xdonor_spot_0000017555,Unwound,0.875,0.0,0.0
cosmx_bcc_xdonor_spot_0000017557,Unwound,0.5,0.2777777777777778,0.0
cosmx_bcc_xdonor_spot_0000017558,Unwound,0.8461538461538461,0.0769230769230769,0.0
cosmx_bcc_xdonor_spot_0000017559,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017560,Unwound,0.4,0.4,0.0666666666666666
cosmx_bcc_xdonor_spot_0000017561,Unwound,0.6666666666666666,0.2222222222222222,0.0
cosmx_bcc_xdonor_spot_0000017562,Unwound,0.7,0.25,0.0
cosmx_bcc_xdonor_spot_0000017563,Unwound,0.8888888888888888,0.074074074074074,0.0
cosmx_bcc_xdonor_spot_0000017564,Unwound,0.1428571428571428,0.7142857142857143,0.0
cosmx_bcc_xdonor_spot_0000017565,Unwound,0.375,0.125,0.0
cosmx_bcc_xdonor_spot_0000017605,Unwound,0.0384615384615384,0.1538461538461538,0.2307692307692307
cosmx_bcc_xdonor_spot_0000017606,Unwound,0.0,0.0416666666666666,0.7083333333333334
cosmx_bcc_xdonor_spot_0000017607,Unwound,0.0666666666666666,0.2,0.3333333333333333
cosmx_bcc_xdonor_spot_0000017608,Unwound,0.0,0.9,0.0
cosmx_bcc_xdonor_spot_0000017609,Unwound,0.0,1.0,0.0
cosmx_bcc_xdonor_spot_0000017610,Unwound,0.0526315789473684,0.7368421052631579,0.1052631578947368
cosmx_bcc_xdonor_spot_0000017611,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017612,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017613,Unwound,0.2777777777777778,0.6666666666666666,0.0555555555555555
cosmx_bcc_xdonor_spot_0000017614,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017615,Unwound,0.8888888888888888,0.074074074074074,0.037037037037037
cosmx_bcc_xdonor_spot_0000017616,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017620,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017621,Unwound,0.9736842105263158,0.0,0.0
cosmx_bcc_xdonor_spot_0000017622,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017623,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017624,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017625,Unwound,0.9722222222222222,0.0,0.0
cosmx_bcc_xdonor_spot_0000017626,Unwound,0.9705882352941176,0.0,0.0
cosmx_bcc_xdonor_spot_0000017627,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017630,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017631,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017651,Baseline,0.9090909090909092,0.0,0.0
cosmx_bcc_xdonor_spot_0000017652,Baseline,0.5714285714285714,0.2857142857142857,0.0
cosmx_bcc_xdonor_spot_0000017653,Baseline,0.1666666666666666,0.3333333333333333,0.1666666666666666
cosmx_bcc_xdonor_spot_0000017654,Baseline,0.9473684210526316,0.0,0.0
cosmx_bcc_xdonor_spot_0000017655,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017656,Baseline,0.5333333333333333,0.2,0.0
cosmx_bcc_xdonor_spot_0000017657,Baseline,0.7142857142857143,0.2857142857142857,0.0
cosmx_bcc_xdonor_spot_0000017658,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017659,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017660,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017661,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017662,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017663,Baseline,0.8333333333333334,0.0,0.0
cosmx_bcc_xdonor_spot_0000017664,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017665,Baseline,0.8947368421052632,0.0,0.0
cosmx_bcc_xdonor_spot_0000017666,Baseline,0.9333333333333332,0.0,0.0
cosmx_bcc_xdonor_spot_0000017667,Baseline,0.1666666666666666,0.8333333333333334,0.0
cosmx_bcc_xdonor_spot_0000017668,Baseline,0.625,0.375,0.0
cosmx_bcc_xdonor_spot_0000017669,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017670,Baseline,0.95,0.05,0.0
cosmx_bcc_xdonor_spot_0000017671,Baseline,0.9545454545454546,0.0454545454545454,0.0
cosmx_bcc_xdonor_spot_0000017672,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017674,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017675,Baseline,0.8235294117647058,0.1176470588235294,0.0588235294117647
cosmx_bcc_xdonor_spot_0000017676,Baseline,0.5,0.4166666666666667,0.0
cosmx_bcc_xdonor_spot_0000017677,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017678,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017679,Baseline,0.9473684210526316,0.0526315789473684,0.0
cosmx_bcc_xdonor_spot_0000017680,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017681,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017682,Baseline,0.875,0.125,0.0
cosmx_bcc_xdonor_spot_0000017684,Baseline,0.5714285714285714,0.0,0.0
cosmx_bcc_xdonor_spot_0000017855,Unwound,0.2857142857142857,0.2857142857142857,0.0
cosmx_bcc_xdonor_spot_0000017856,Unwound,0.5,0.2857142857142857,0.0
cosmx_bcc_xdonor_spot_0000017857,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017858,Unwound,0.8695652173913043,0.0,0.0
cosmx_bcc_xdonor_spot_0000017859,Unwound,0.7333333333333333,0.2666666666666666,0.0
cosmx_bcc_xdonor_spot_0000017860,Unwound,0.92,0.0,0.0
cosmx_bcc_xdonor_spot_0000017861,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017862,Unwound,0.9523809523809524,0.0,0.0
cosmx_bcc_xdonor_spot_0000017863,Unwound,0.8636363636363636,0.0,0.0
cosmx_bcc_xdonor_spot_0000017864,Unwound,0.7,0.1,0.0
cosmx_bcc_xdonor_spot_0000017865,Unwound,0.0,0.8333333333333334,0.0
cosmx_bcc_xdonor_spot_0000017903,Unwound,0.0833333333333333,0.1666666666666666,0.0
cosmx_bcc_xdonor_spot_0000017904,Unwound,0.0833333333333333,0.125,0.5
cosmx_bcc_xdonor_spot_0000017905,Unwound,0.1,0.0,0.75
cosmx_bcc_xdonor_spot_0000017906,Unwound,0.1,0.4,0.3
cosmx_bcc_xdonor_spot_0000017907,Unwound,0.9090909090909092,0.0,0.0454545454545454
cosmx_bcc_xdonor_spot_0000017908,Unwound,0.9393939393939394,0.0606060606060606,0.0
cosmx_bcc_xdonor_spot_0000017909,Unwound,0.5416666666666666,0.2916666666666667,0.0416666666666666
cosmx_bcc_xdonor_spot_0000017910,Unwound,0.875,0.0,0.125
cosmx_bcc_xdonor_spot_0000017911,Unwound,0.8695652173913043,0.1304347826086956,0.0
cosmx_bcc_xdonor_spot_0000017912,Unwound,0.8214285714285714,0.0714285714285714,0.0714285714285714
cosmx_bcc_xdonor_spot_0000017913,Unwound,0.9696969696969696,0.0303030303030303,0.0
cosmx_bcc_xdonor_spot_0000017914,Unwound,0.7916666666666666,0.125,0.0
cosmx_bcc_xdonor_spot_0000017915,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017919,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017920,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017921,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017922,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017923,Unwound,0.935483870967742,0.032258064516129,0.032258064516129
cosmx_bcc_xdonor_spot_0000017924,Unwound,0.9629629629629628,0.037037037037037,0.0
cosmx_bcc_xdonor_spot_0000017925,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017926,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017927,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017928,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017929,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017930,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017931,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017932,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017949,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017950,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017951,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017952,Baseline,0.9166666666666666,0.0,0.0
cosmx_bcc_xdonor_spot_0000017953,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017954,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017957,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017958,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017959,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017960,Baseline,0.9375,0.0625,0.0
cosmx_bcc_xdonor_spot_0000017961,Baseline,0.6,0.2,0.0
cosmx_bcc_xdonor_spot_0000017963,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017964,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017965,Baseline,0.9583333333333334,0.0,0.0
cosmx_bcc_xdonor_spot_0000017966,Baseline,0.0,0.3333333333333333,0.0
cosmx_bcc_xdonor_spot_0000017968,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017969,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017970,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017971,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017972,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017973,Baseline,0.875,0.125,0.0
cosmx_bcc_xdonor_spot_0000017974,Baseline,0.2,0.4,0.0
cosmx_bcc_xdonor_spot_0000017975,Baseline,0.4,0.0,0.0
cosmx_bcc_xdonor_spot_0000017976,Baseline,0.75,0.25,0.0
cosmx_bcc_xdonor_spot_0000017977,Baseline,0.6923076923076923,0.3076923076923077,0.0
cosmx_bcc_xdonor_spot_0000017978,Baseline,0.9166666666666666,0.0,0.0833333333333333
cosmx_bcc_xdonor_spot_0000017979,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017980,Baseline,0.9655172413793104,0.0,0.0
cosmx_bcc_xdonor_spot_0000017981,Baseline,0.9047619047619048,0.0,0.0
cosmx_bcc_xdonor_spot_0000018153,Unwound,0.6,0.2,0.0
cosmx_bcc_xdonor_spot_0000018154,Unwound,0.8571428571428571,0.0,0.0
cosmx_bcc_xdonor_spot_0000018155,Unwound,0.9,0.1,0.0
cosmx_bcc_xdonor_spot_0000018156,Unwound,0.3333333333333333,0.5,0.0833333333333333
cosmx_bcc_xdonor_spot_0000018157,Unwound,0.3125,0.6875,0.0
cosmx_bcc_xdonor_spot_0000018158,Unwound,0.925925925925926,0.037037037037037,0.0
cosmx_bcc_xdonor_spot_0000018159,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000018160,Unwound,0.8823529411764706,0.0588235294117647,0.0
cosmx_bcc_xdonor_spot_0000018161,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000018162,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000018163,Unwound,0.9166666666666666,0.0,0.0
cosmx_bcc_xdonor_spot_0000018164,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000018202,Unwound,0.1111111111111111,0.1111111111111111,0.1111111111111111
cosmx_bcc_xdonor_spot_0000018203,Unwound,0.0,0.3333333333333333,0.0833333333333333
cosmx_bcc_xdonor_spot_0000018204,Unwound,0.0,0.125,0.375
cosmx_bcc_xdonor_spot_0000018205,Unwound,0.6875,0.0625,0.25
cosmx_bcc_xdonor_spot_0000018206,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000018207,Unwound,0.88,0.12,0.0
cosmx_bcc_xdonor_spot_0000018208,Unwound,0.75,0.25,0.0
cosmx_bcc_xdonor_spot_0000018209,Unwound,0.6190476190476191,0.2857142857142857,0.0952380952380952
cosmx_bcc_xdonor_spot_0000018210,Unwound,0.7083333333333334,0.1666666666666666,0.0833333333333333
cosmx_bcc_xdonor_spot_0000018211,Unwound,0.96875,0.0,0.03125
cosmx_bcc_xdonor_spot_0000018212,Unwound,0.5454545454545454,0.4090909090909091,0.0454545454545454
cosmx_bcc_xdonor_spot_0000018213,Unwound,0.9473684210526316,0.0526315789473684,0.0
cosmx_bcc_xdonor_spot_0000018214,Unwound,0.75,0.1666666666666666,0.0
cosmx_bcc_xdonor_spot_0000018218,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000018219,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000018220,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000018221,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000018222,Unwound,0.918918918918919,0.027027027027027,0.0
cosmx_bcc_xdonor_spot_0000018223,Unwound,0.9743589743589745,0.0,0.0
cosmx_bcc_xdonor_spot_0000018224,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000018225,Unwound,0.9743589743589745,0.0,0.0
cosmx_bcc_xdonor_spot_0000018226,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000018227,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000018228,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000018229,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000018230,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000018231,Unwound,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000018232,Unwound,0.4444444444444444,0.4444444444444444,0.0
cosmx_bcc_xdonor_spot_0000018233,Unwound,0.2,0.6,0.0
cosmx_bcc_xdonor_spot_0000018234,Unwound,0.1666666666666666,0.5,0.0
cosmx_bcc_xdonor_spot_0000018248,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000018249,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000018250,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000018251,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000018252,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000018253,Baseline,0.9375,0.0625,0.0
cosmx_bcc_xdonor_spot_0000018254,Baseline,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000018255,Baseline,1.0,0.0,0.0
