spot,x,y,tumor_hat
cosmx_bcc_spot_0000001874,-495706.45735793555,34466.125816612795,0.9648345401045624
cosmx_bcc_spot_0000001875,-495722.30584278406,34827.337937824916,0.9610468761850798
cosmx_bcc_spot_0000001876,-495734.8718251887,35215.587204687086,0.9463091141026655
cosmx_bcc_spot_0000001877,-495710.5643655113,35563.34930146128,0.9602118472530193
cosmx_bcc_spot_0000001878,-495713.1071895853,35916.974301461276,0.9670392110452127
cosmx_bcc_spot_0000001879,-495690.0331155113,36298.458172429026,0.948626258800582
cosmx_bcc_spot_0000001880,-495705.58483964915,36635.112232495754,0.9642291202546843
cosmx_bcc_spot_0000001881,-495743.4220043998,36956.47430146129,0.9038205562378687
cosmx_bcc_spot_0000001882,-495639.033115511,37394.1743014613,0.8448539145642049
cosmx_bcc_spot_0000002266,-495352.9969817461,30135.20064747928,0.08616767042287805
cosmx_bcc_spot_0000002267,-495311.42257698416,30520.7601712888,0.022117644070749596
cosmx_bcc_spot_0000002268,-495353.70174365095,30864.176837955492,0.7294517339247119
cosmx_bcc_spot_0000002269,-495350.00650555565,31200.75302843169,0.9787051699847612
cosmx_bcc_spot_0000002270,-495315.79757698416,31528.1976712888,0.5019603981497889
cosmx_bcc_spot_0000002271,-495354.90174365084,31948.23239351103,0.4156843661877453
cosmx_bcc_spot_0000002272,-495345.27079126996,32305.29588557454,0.8683197544676737
cosmx_bcc_spot_0000002273,-495335.92952142865,32667.732393511054,0.9447996100365672
cosmx_bcc_spot_0000002274,-495342.6174299255,33023.686641877066,0.9672243083893637
cosmx_bcc_spot_0000002275,-495345.4115475725,33391.21605364177,0.9722578700965671
cosmx_bcc_spot_0000002276,-495358.5026520547,33749.70436525439,0.9606369371568593
cosmx_bcc_spot_0000002277,-495349.0331155113,34103.125816612795,0.9602543608525694
cosmx_bcc_spot_0000002278,-495332.62135080545,34472.62136028481,0.9483040854480603
cosmx_bcc_spot_0000002279,-495330.0664488446,34838.77430146127,0.9331917926622795
cosmx_bcc_spot_0000002280,-495359.26840962894,35202.0331249907,0.9624691279443675
cosmx_bcc_spot_0000002281,-495381.4259726541,35571.93858717556,0.9526576976444089
cosmx_bcc_spot_0000002282,-495349.26388474193,35930.32045530743,0.9624592056787001
cosmx_bcc_spot_0000002283,-495397.4081155109,36260.2243014613,0.936428729145555
cosmx_bcc_spot_0000002284,-495299.83311551093,36640.6743014613,0.3800634388109056
cosmx_bcc_spot_0000002285,-495313.033115511,37074.342722513924,0.9082426035407006
cosmx_bcc_spot_0000002286,-495327.8768655113,37394.16180146128,0.9863433857454377
cosmx_bcc_spot_0000002287,-495339.1543276325,37720.67127115826,0.9969515586857811
cosmx_bcc_spot_0000002670,-494975.877934127,30111.86731414594,0.10895219689611528
cosmx_bcc_spot_0000002671,-494968.4572992064,30532.73239351102,0.10449120741904756
cosmx_bcc_spot_0000002672,-494992.6795214287,30835.15831943697,0.2971757605040673
