,Bcell,Cancer.cells,Endothelial,Fibroblast,Melanocyte,MoMacDC,Neutrophil,Normal.Kerat,Pericyte,PlasmaCell,Tcell
cosmx_bcc_spot_0000016572,1.0724710653684469e-13,0.8889216735065746,4.3394507717054496e-12,0.03127445568436405,0.06288663932306224,2.034685095779782e-15,0.016582196203408537,0.0001784850420344057,0.0001565502329452846,2.034685095779782e-15,3.1600450393708338e-12
cosmx_bcc_spot_0000016649,0.0002629600862205747,1.2756915962454682e-06,0.012752814112210143,1.9378056171783556e-15,0.7576107303257665,1.9378056171783556e-15,0.0043064550963468565,0.2238280212748271,0.0012377084180487756,1.9378056171783556e-15,3.499497767540696e-08
cosmx_bcc_spot_0000016650,1.0355762492011821e-10,0.08132854043103824,0.03935901314382251,0.01776019984067013,0.5807550650481251,1.9738926585590443e-15,0.013728878026074386,0.2670680085212513,2.948565566789161e-07,1.9738926585590443e-15,2.890001159246851e-11
cosmx_bcc_spot_0000016651,0.0006012036191058057,0.2983147567379356,0.055687795732063367,0.3388498982887336,0.20039362927090004,1.2529293764077862e-14,0.007362117649900137,0.09856316633384028,0.00022743223770396763,1.9295030902838883e-15,1.298025972455555e-10
cosmx_bcc_spot_0000016652,0.09188719138717764,7.265546551103465e-09,0.005656823757861861,0.8296245937514365,0.039079931978953014,0.024022282129230542,0.007875220317704526,0.0018538916247089281,7.59231410840207e-12,1.8942177331338563e-15,5.7779786191093574e-08
cosmx_bcc_spot_0000016653,0.0294039217183886,8.66154614309904e-08,0.20902840122163208,0.621764989316223,0.08549409535328586,0.009908091862636897,0.004244264802489639,1.9003125190147717e-15,0.04015613262850595,1.9003125190147717e-15,1.648137276100628e-08
cosmx_bcc_spot_0000016654,0.039713826443513504,4.300614065535268e-05,0.44770771385502717,0.21361611096923416,0.17184024384772337,0.10198670023233257,0.002340344994771222,0.005210370695985709,4.113072241418667e-06,0.017537569606165593,1.4234999202158686e-10
cosmx_bcc_spot_0000016655,0.023576125988262704,0.0001097789184189236,0.314284816799981,0.3830661069769357,0.14298872693356857,0.05593377553637027,1.1103833996489273e-09,1.8974639133134848e-15,1.720080800307633e-09,0.0800406660141691,1.8274443854357557e-12
cosmx_bcc_spot_0000016656,0.025498866721584867,2.8411526654073163e-12,0.0003072755497608265,0.6217908120928785,0.09688012088079367,0.05184165384820193,0.0063756461776194,1.935824097821661e-15,1.0463752372198438e-09,0.1973055586082133,6.50717289291212e-08
cosmx_bcc_spot_0000016657,0.025249187456965045,1.9411023670609183e-15,0.1333099312039722,0.5440036079351043,0.09797821043344682,0.16427630961434997,0.004135835251965743,1.9411023670609183e-15,0.008222078517095124,0.022824835811351113,3.775745795275238e-09
cosmx_bcc_spot_0000016658,1.3293481063963e-10,1.7245386952663714e-15,2.1530981297278055e-08,0.27622740237785776,6.5416338544018e-13,0.019447043532604825,1.7245386952663714e-15,1.7245386952663714e-15,0.07500605568593832,0.6293194767390121,1.1540442035891732e-14
cosmx_bcc_spot_0000016659,1.8531355744691745e-09,1.9801857419522693e-15,0.023133629463803162,0.47194520133884954,0.22535185403641242,1.9801857419522693e-15,0.0074794998290387835,1.9801857419522693e-15,0.2566183237518008,0.01547148972526165,1.6920765697303026e-12
cosmx_bcc_spot_0000016660,1.0350552225342036e-10,6.095418889098398e-08,0.11742931541226719,0.6084563030521289,0.20624469525892933,1.9308676881635864e-15,0.009046567316348066,1.9308676881635864e-15,0.05275358251143119,0.00606947539119518,1.9308676881635864e-15
cosmx_bcc_spot_0000016661,2.391966055319223e-07,0.5126309902728302,6.848406408180762e-07,0.02445269832103562,0.3177955657738188,1.960666983418726e-15,0.0035166800596268598,0.11847590730348226,7.128676916432048e-08,0.02312716294494293,2.457382091968785e-13
cosmx_bcc_spot_0000016806,3.3345938738869697e-10,0.47081921664548465,1.2902455210624932e-07,0.20871688608225109,0.27738615344153383,1.9091946021718616e-15,0.0072281585279635975,0.035849449889293734,3.3613551120518985e-12,1.9091946021718616e-15,6.0520964419571355e-09
cosmx_bcc_spot_0000016807,9.938540454684762e-13,0.7122551129663387,3.3696945930649114e-08,5.012723080993884e-07,0.2709521324686168,2.019944528478387e-15,0.016792217453544915,2.019944528478387e-15,2.1411389596678918e-09,2.019944528478387e-15,1.0644538816319206e-13
cosmx_bcc_spot_0000016808,7.586659175404061e-07,0.7778433177291597,2.80703011386502e-06,3.876541404849673e-09,0.21282459441830792,5.804573215266438e-12,0.00932832163224726,1.9834383699974674e-15,6.423647874595469e-15,1.9834383699974674e-15,1.966418973380195e-07
cosmx_bcc_spot_0000016809,3.4315623359655366e-07,0.7696466864676368,8.021460244490713e-07,0.005091561672208473,0.19574281412654004,0.022911746437109803,0.006606037454651778,1.953511809376164e-15,1.953511809376164e-15,1.953511809376164e-15,8.539588973763742e-09
cosmx_bcc_spot_0000016810,1.1517211318881726e-09,0.9764477384904223,1.0946845048594153e-10,0.01872106258000493,0.0035610994324472003,1.0040347329937801e-05,0.001260057877508322,1.9288771579462515e-15,1.9288771579462515e-15,1.9288771579462515e-15,1.1091623494842788e-11
cosmx_bcc_spot_0000016811,5.635459351969193e-13,0.7679166407320482,1.3053957277331232e-07,0.21043584586326453,1.9213206107033727e-07,1.8242590715319042e-13,1.826068088859229e-10,1.8793755262470568e-15,0.021647177190407853,1.8793755262470568e-15,1.3359288663815052e-08
cosmx_bcc_spot_0000016812,1.8369114121322932e-15,0.6603046310296615,2.2656976461837814e-15,0.3396953659384309,2.971926145042598e-09,5.996450438884112e-11,1.8369114121322932e-15,1.8369114121322932e-15,5.47415923850815e-15,1.8369114121322932e-15,1.8369114121322932e-15
cosmx_bcc_spot_0000016813,1.78779166871168e-15,0.921177925654688,1.78779166871168e-15,0.06940623843290619,1.78779166871168e-15,1.78779166871168e-15,1.78779166871168e-15,0.009415835912391124,1.78779166871168e-15,1.78779166871168e-15,1.78779166871168e-15
cosmx_bcc_spot_0000016814,1.089895357264391e-11,0.6478616408390393,7.94101784268714e-06,0.2829445448336206,4.9591155049722705e-12,0.05664493738196871,1.8472214279658963e-15,1.8472214279658963e-15,0.01254093591162387,1.8472214279658963e-15,4.084964437915343e-14
cosmx_bcc_spot_0000016815,2.0279899695518316e-15,0.9650089763898206,7.683720917354731e-10,0.015671974262054755,0.019121271620177873,2.0279899695518316e-15,0.00019602697756603723,2.0279899695518316e-15,1.7183376199733045e-06,2.0279899695518316e-15,3.164438021813301e-08
cosmx_bcc_spot_0000016827,1.6605837818723726e-15,0.9457157199296746,1.6605837818723726e-15,0.009750554917375552,1.6605837818723726e-15,1.6605837818723726e-15,1.6605837818723726e-15,0.04453372515293626,1.6605837818723726e-15,1.6605837818723726e-15,1.6605837818723726e-15
cosmx_bcc_spot_0000016828,1.601975137092641e-15,0.9909812921370771,1.601975137092641e-15,1.601975137092641e-15,1.601975137092641e-15,1.601975137092641e-15,1.601975137092641e-15,0.009018707862908239,1.601975137092641e-15,1.601975137092641e-15,1.601975137092641e-15
cosmx_bcc_spot_0000016829,1.6064809264994728e-15,0.9580391133049977,1.6064809264994728e-15,1.6064809264994728e-15,1.6064809264994728e-15,1.6064809264994728e-15,1.6064809264994728e-15,0.041960886694987654,1.6064809264994728e-15,1.6064809264994728e-15,1.6064809264994728e-15
cosmx_bcc_spot_0000016830,1.6576122436821555e-15,0.9538955967999522,1.6576122436821555e-15,0.015312257722355175,1.6576122436821555e-15,1.6576122436821555e-15,1.6576122436821555e-15,0.030792145477679042,1.6576122436821555e-15,1.6576122436821555e-15,1.6576122436821555e-15
cosmx_bcc_spot_0000016831,1.6454093669457431e-15,0.9709716467099369,1.6454093669457431e-15,0.0050147904611512785,1.6454093669457431e-15,1.6454093669457431e-15,1.6454093669457431e-15,0.024013562828898355,1.6454093669457431e-15,1.6454093669457431e-15,1.6454093669457431e-15
cosmx_bcc_spot_0000016832,1.6171464370804748e-15,0.959389536254223,1.6171464370804748e-15,0.00039334890911016255,1.6171464370804748e-15,1.6171464370804748e-15,1.6171464370804748e-15,0.04021711483665369,1.6171464370804748e-15,1.6171464370804748e-15,1.6171464370804748e-15
cosmx_bcc_spot_0000016833,1.6959780958602482e-15,0.9972166305052673,1.6959780958602482e-15,0.0024414398177747447,1.6959780958602482e-15,1.6959780958602482e-15,1.6959780958602482e-15,0.00034192967694401445,1.6959780958602482e-15,1.6959780958602482e-15,1.6959780958602482e-15
cosmx_bcc_spot_0000016834,1.6643647725066974e-15,0.9999999240235486,1.6643647725066974e-15,7.597341735481597e-08,1.6643647725066974e-15,1.6643647725066974e-15,1.6643647725066974e-15,3.0205184719459664e-12,1.6643647725066974e-15,1.6643647725066974e-15,1.6643647725066974e-15
cosmx_bcc_spot_0000016836,5.922185808014781e-11,0.019463612646043287,0.00013310791667002167,0.22905426676620763,1.5845093843699514e-09,0.002126145621484364,2.4783290866426624e-15,1.7364721394015044e-15,0.744554705323251,0.004668160082546179,6.218005844888948e-14
cosmx_bcc_spot_0000016837,1.6786662006927102e-15,1.6786662006927102e-15,0.20350087025204244,0.2803669753102341,1.6786662006927102e-15,0.03827639050703294,1.6786662006927102e-15,1.6786662006927102e-15,0.4778557575727927,6.357887689371244e-09,1.6786662006927102e-15
cosmx_bcc_spot_0000016838,5.78411875113411e-12,0.8312898609820208,4.1342986603890135e-11,0.1559668661616673,1.6174869551095128e-11,0.012743272789822221,1.883877100846974e-15,1.883877100846974e-15,3.0639918403257855e-12,1.883877100846974e-15,1.178161225875552e-13
cosmx_bcc_spot_0000016912,1.0067782922950728e-08,0.309307782179946,0.0015546723176268374,0.005148396841572113,0.5390865738475615,1.8966321623521468e-15,0.007299009226304306,0.13410801664610358,2.3694805404964346e-06,0.0034931512515402794,1.8141020215194332e-08
cosmx_bcc_spot_0000016913,9.11391081288953e-06,0.6322117206838023,0.01681229641000465,0.020602720747324613,0.3087782483817675,1.9842187181671625e-15,0.01752972012937394,0.004050313311805654,5.722510716209226e-06,1.9842187181671625e-15,1.4391438833353572e-07
cosmx_bcc_spot_0000016914,6.2618360440425e-08,0.7578710885182838,4.654166558432454e-08,4.820035160897986e-05,0.22676173521154297,1.999565378744041e-15,0.015316371795957483,1.999565378744041e-15,7.407744207351048e-14,2.4615036794542917e-06,3.345882300757106e-08
cosmx_bcc_spot_0000016915,4.0512007075150627e-14,0.8174577158694549,4.35361417966147e-10,0.0018870342087678755,0.1792639991304226,1.978207625984613e-15,2.6644722580749044e-12,1.978207625984613e-15,0.0013912502758740104,1.978207625984613e-15,7.740808841889073e-11
cosmx_bcc_spot_0000016916,1.9714536584117038e-15,0.8512132962263441,1.0694748614207175e-11,1.9714536584117038e-15,0.14226671221212464,1.9714536584117038e-15,0.00651999155081958,1.9714536584117038e-15,4.9362807999255635e-15,1.9714536584117038e-15,1.9714536584117038e-15
cosmx_bcc_spot_0000016917,5.236225203730928e-11,0.955125788574194,1.0063163331609842e-05,4.420138011229518e-14,0.034899848514438926,1.9202805369403036e-15,0.009957141605588742,7.158088083577913e-06,1.654234705615493e-14,1.9202805369403036e-15,1.9361375820732865e-12
cosmx_bcc_spot_0000016918,3.4134376044881866e-14,0.9076093723828147,2.737849709725491e-07,1.9743550169939253e-15,0.08682002276236837,1.9743550169939253e-15,0.005570331069426345,1.9743550169939253e-15,1.9605845887578322e-13,1.9743550169939253e-15,1.8124749233986358e-13
cosmx_bcc_spot_0000016919,8.81907856166523e-14,0.9544912542164317,2.3973392627957052e-08,1.922610441122425e-15,0.03300685524750099,1.922610441122425e-15,0.012501866554718835,1.922610441122425e-15,1.922610441122425e-15,1.922610441122425e-15,7.857897541384183e-12
cosmx_bcc_spot_0000016920,1.745310915443593e-15,0.9983478238231741,1.745310915443593e-15,1.745310915443593e-15,4.9736489136032065e-08,1.745310915443593e-15,3.258546134424542e-07,0.0016518005857027345,9.99182399550817e-15,1.745310915443593e-15,1.745310915443593e-15
cosmx_bcc_spot_0000016921,6.224482490486213e-11,0.8438555623006017,5.929197511364321e-08,0.01985041316131222,0.13603392620669488,1.910333224947146e-15,0.00026003818370853713,1.910333224947146e-15,4.49900692927557e-10,1.910333224947146e-15,3.4355622926800333e-10
cosmx_bcc_spot_0000016922,1.7834124157269825e-15,0.9374676148445373,3.985053496909457e-06,0.006240828912057911,0.000636399918328966,1.7834124157269825e-15,0.0030273323071934224,0.010475163800093557,0.04214867516428478,1.7834124157269825e-15,1.7834124157269825e-15
cosmx_bcc_spot_0000016923,1.8021782625622825e-15,0.9772070831853477,1.7021688714303183e-14,0.022790996981274625,2.8063958993508196e-07,1.8021782625622825e-15,1.5116618865520225e-13,9.17781582163379e-07,7.214120298970518e-07,1.8021782625622825e-15,1.8021782625622825e-15
cosmx_bcc_spot_0000016924,1.7797160262224042e-15,0.9660987766967783,1.7797160262224042e-15,1.7797160262224042e-15,0.033309087084794894,1.7797160262224042e-15,1.3643328820859636e-08,0.0005921225750851374,1.7797160262224042e-15,1.7797160262224042e-15,1.7797160262224042e-15
cosmx_bcc_spot_0000016925,1.7971898267250017e-15,0.9999996018088785,1.7971898267250017e-15,1.7971898267250017e-15,3.971808928750467e-07,1.7971898267250017e-15,1.7971898267250017e-15,1.0102139331654997e-09,1.7971898267250017e-15,1.7971898267250017e-15,1.7971898267250017e-15
cosmx_bcc_spot_0000016926,1.870502754961156e-15,0.9963410569615165,1.0828045833958057e-14,1.870502754961156e-15,0.003658919351439514,1.870502754961156e-15,2.368701955136478e-08,1.870502754961156e-15,2.0431430146079686e-15,1.870502754961156e-15,1.870502754961156e-15
cosmx_bcc_spot_0000016927,1.7527958245117949e-15,0.9987555427679023,1.7527958245117949e-15,1.7527958245117949e-15,4.285855553064734e-11,1.7527958245117949e-15,1.7527958245117949e-15,0.001244457189224724,1.7527958245117949e-15,1.7527958245117949e-15,1.7527958245117949e-15
cosmx_bcc_spot_0000016928,1.7825786777162537e-15,0.9999999999999285,1.7825786777162537e-15,1.7825786777162537e-15,1.8013559010655656e-14,1.7825786777162537e-15,1.7825786777162537e-15,3.887256750506301e-14,1.7825786777162537e-15,1.7825786777162537e-15,1.7825786777162537e-15
cosmx_bcc_spot_0000016929,1.784035706377796e-15,0.9999999999999799,1.784035706377796e-15,1.784035706377796e-15,3.578440334003277e-15,1.784035706377796e-15,1.784035706377796e-15,1.784035706377796e-15,1.784035706377796e-15,1.784035706377796e-15,1.784035706377796e-15
cosmx_bcc_spot_0000016930,1.7976832043628223e-15,0.99999999999326,1.7976832043628223e-15,1.7976832043628223e-15,6.5233256377142985e-12,1.7976832043628223e-15,1.7976832043628223e-15,2.0194284928383905e-13,1.7976832043628223e-15,1.7976832043628223e-15,1.7976832043628223e-15
cosmx_bcc_spot_0000016931,1.7731006076598373e-15,0.9999999999140106,1.7731006076598373e-15,1.7731006076598373e-15,2.276381190739936e-14,1.7731006076598373e-15,8.595209652322955e-11,1.7731006076598373e-15,1.7731006076598373e-15,1.7731006076598373e-15,1.7731006076598373e-15
cosmx_bcc_spot_0000016932,1.7739278557796088e-15,0.9999999888455164,1.7739278557796088e-15,1.7739278557796088e-15,1.7739278557796088e-15,1.7739278557796088e-15,1.7739278557796088e-15,1.115446723896003e-08,1.7739278557796088e-15,1.7739278557796088e-15,1.7739278557796088e-15
cosmx_bcc_spot_0000016933,1.840092531331667e-15,0.9999999973368118,9.415170056094337e-14,1.840092531331667e-15,8.72806513133661e-10,1.840092531331667e-15,1.790274397854326e-09,1.840092531331667e-15,1.840092531331667e-15,1.840092531331667e-15,1.840092531331667e-15
cosmx_bcc_spot_0000016934,1.7707484113886756e-15,0.9999999740660616,1.7707484113886756e-15,1.7707484113886756e-15,1.7707484113886756e-15,1.7707484113886756e-15,1.7707484113886756e-15,2.5933922183234737e-08,1.7707484113886756e-15,1.7707484113886756e-15,1.7707484113886756e-15
cosmx_bcc_spot_0000016935,1.771927910656594e-15,0.999903291302304,1.771927910656594e-15,1.771927910656594e-15,5.803034199085798e-14,1.771927910656594e-15,8.805744309591411e-15,9.670869761628806e-05,1.771927910656594e-15,1.771927910656594e-15,1.771927910656594e-15
cosmx_bcc_spot_0000016936,1.8711228460082548e-15,0.9999999934357063,1.8711228460082548e-15,1.8711228460082548e-15,5.981207929116764e-09,1.8711228460082548e-15,5.830705474303109e-10,1.8711228460082548e-15,1.8711228460082548e-15,1.8711228460082548e-15,1.8711228460082548e-15
cosmx_bcc_spot_0000016937,1.932058367241683e-15,0.9976678457486973,1.932058367241683e-15,0.0021865543873298117,0.00014556203085978048,1.932058367241683e-15,3.7833099435975455e-08,1.932058367241683e-15,1.932058367241683e-15,1.932058367241683e-15,1.932058367241683e-15
cosmx_bcc_spot_0000016938,1.884860668177288e-15,0.9999895601661498,1.884860668177288e-15,1.5476684734095486e-09,1.043828615625503e-05,1.884860668177288e-15,1.1954288400581738e-14,1.884860668177288e-15,1.884860668177288e-15,1.884860668177288e-15,1.884860668177288e-15
cosmx_bcc_spot_0000016939,1.9409356141770528e-15,0.974238093910581,1.9409356141770528e-15,0.02380774373259712,3.439324965952959e-08,1.9409356141770528e-15,0.0019541279635538647,1.9409356141770528e-15,6.4767819274191066e-15,1.9409356141770528e-15,1.9409356141770528e-15
cosmx_bcc_spot_0000016940,1.1188562378468276e-12,0.9777884063523931,2.788897996798492e-07,0.00479172910255093,0.012028038501173507,2.002014415777341e-15,0.005391533991441621,2.002014415777341e-15,1.316083687866771e-08,2.002014415777341e-15,6.793401673807499e-13
cosmx_bcc_spot_0000016941,1.026398840714098e-11,0.9756512254321672,1.068178543381122e-07,1.0841281203140593e-07,0.01872656111667078,1.9649768281516346e-15,0.005621428102303411,1.9649768281516346e-15,5.701071404490398e-07,1.9649768281516346e-15,7.818971368872602e-13
cosmx_bcc_spot_0000016942,5.908500869717787e-14,0.9277274265972986,3.3174907795994503e-10,0.003753532630404955,0.06851901389222191,1.9581406686429125e-15,2.6548253731791943e-08,1.9581406686429125e-15,1.9581406686429125e-15,1.9581406686429125e-15,4.60937717260261e-15
cosmx_bcc_spot_0000016943,2.018429269758681e-15,0.9533016392477193,8.488520552080561e-11,0.01161917127606613,0.03218195674448578,2.018429269758681e-15,0.002897232646452595,2.018429269758681e-15,2.1591508239370681e-13,2.018429269758681e-15,1.6681901505936328e-13
cosmx_bcc_spot_0000016944,7.427376410540771e-10,0.051137801866244184,0.23920624327187595,0.47566490505318954,0.2202061194275997,1.9574515305133027e-15,0.012106679242151912,1.9574515305133027e-15,0.0016782503436005114,1.9574515305133027e-15,5.2594562355288774e-11
cosmx_bcc_spot_0000016945,2.075422430298319e-15,2.075422430298319e-15,0.23511787431927492,0.13916663617434502,0.5150095449485865,2.075422430298319e-15,0.005195847506602658,2.075422430298319e-15,0.10551009699026641,2.075422430298319e-15,6.091383008244258e-11
cosmx_bcc_spot_0000016968,1.0752884912718836e-06,0.5787982917624626,1.6079277815853242e-05,0.030626132756722622,0.2670804722811388,1.956459967508464e-15,0.01768257295688969,0.10168610671125705,2.4534653095001638e-06,0.004106815232705853,2.6720452835942703e-10
cosmx_bcc_spot_0000016969,0.0013327874952396362,0.5148375578133182,1.0014651288519676e-05,0.19143029465610933,0.22036978626102402,1.8992976219439067e-15,0.006556896441617602,0.06543465800766364,5.34807863893917e-15,1.8992976219439067e-15,2.8004673729662854e-05
cosmx_bcc_spot_0000016970,0.008707846522160638,0.26254529111088715,0.022500008791571612,0.24437202596039392,0.31989699237426106,3.2400502508773214e-12,0.004611959545580602,0.1373504832861881,1.5293664206455465e-05,1.939535528445019e-15,9.874150829220432e-08
cosmx_bcc_spot_0000016971,2.9739622955297872e-12,0.3523339382400393,1.2250352911950234e-08,0.1691705162721432,0.3549496943284023,1.9625879715203367e-15,0.004633338652123214,0.1189125000013458,1.844626321543405e-12,1.9625879715203367e-15,2.50770595015018e-10
cosmx_bcc_spot_0000016972,0.0021187377935824882,0.1474264016037234,1.9366518145140447e-06,0.045553876115756536,0.5830259461706734,1.9817028668910547e-15,0.011780396398987113,0.21009270526021884,4.574857116058026e-13,1.9817028668910547e-15,4.7820832524328376e-12
cosmx_bcc_spot_0000016973,2.0841067967440243e-12,0.2028776836833625,8.269194439449336e-08,0.03495559695101738,0.5796539870668108,1.964694366505716e-15,0.004962322335216475,0.17755032726808193,2.9813000259967833e-13,1.964694366505716e-15,1.1801241009060574e-12
cosmx_bcc_spot_0000016974,3.569253299503808e-10,0.4242529257426551,5.790393577893957e-09,0.06907616861416375,0.36974982703767617,1.9563809267700677e-15,0.004082886656055019,0.13283818580124176,1.9563809267700677e-15,1.9563809267700677e-15,8.831744454145668e-13
cosmx_bcc_spot_0000016975,1.0726973646183775e-13,0.3713072475533071,4.4184287190291163e-05,0.24431808121620296,0.32088157820444996,1.973425219386467e-15,0.015936812591734448,0.047512060633954974,3.55130469394082e-08,1.973425219386467e-15,1.973425219386467e-15
cosmx_bcc_spot_0000017051,1.5601233731980846e-08,0.0001755328317973649,4.657897346106914e-08,3.6331385394685946e-10,0.6349329373301593,2.018133086116283e-15,0.01286163255731944,0.35202983473712324,2.018133086116283e-15,3.293292276027057e-14,4.2429250629574273e-14
cosmx_bcc_spot_0000017052,5.449722650965791e-05,0.14262395099758438,0.00012811803551988514,0.010234914497207427,0.5287857407982385,1.9235099006767953e-15,0.005051862068947854,0.3120769413681617,1.6136977005011346e-06,0.0010423604558427234,8.542855030691557e-10
cosmx_bcc_spot_0000017053,8.383719204985885e-10,0.27023517600645514,0.13998610815526327,0.11105792046541513,0.2600414951306163,1.8111054373063666e-15,0.0029767477851371936,0.1520128556714491,0.06368969583161903,1.8111054373063666e-15,1.1566918458967795e-10
cosmx_bcc_spot_0000017054,6.606908307097955e-11,0.10650052849738062,0.23977274368869386,0.43065770922558877,0.10755940378701995,5.9213052487839294e-08,4.386725559777044e-15,0.01533694516067858,0.10017261035996848,1.88740935102164e-15,1.5418541702326836e-12
cosmx_bcc_spot_0000017055,0.0005344813863954198,6.566042335054254e-11,0.12196676532677027,0.5976588086202294,0.09707978587631289,0.16662957087644703,0.01613007629281416,5.113289807917365e-07,2.2272403510716408e-10,1.9101333114164518e-15,3.663915862867039e-12
cosmx_bcc_spot_0000017056,0.0017173591037684282,6.999179091680435e-15,0.2425925989474426,0.4744240848760475,0.24019904280066673,0.032882054768705093,0.008180498316660425,1.9412828813256588e-15,4.36020672744788e-06,1.9412828813256588e-15,9.799707568961393e-10
cosmx_bcc_spot_0000017057,0.0556651568604813,1.9145467330643433e-15,0.10244750116711895,0.48092578060975566,0.22695903723698435,0.10574069994840321,0.0130481375542654,1.9145467330643433e-15,0.00026671135748031926,0.014946936941046339,3.8324460455026715e-08
cosmx_bcc_spot_0000017058,0.08850765981827398,6.97100629383769e-15,0.18963598517036115,0.4154031864058348,0.08464478676399274,0.07631703867797025,0.005222115506426706,1.9300899567248733e-15,0.11377857879761653,0.026485381384799816,5.2674747151073486e-06
cosmx_bcc_spot_0000017059,0.03460149833514791,1.2689039744085466e-07,0.40125537649144083,0.33276484079246377,0.09208123286289817,0.0523305174974125,0.0024969029943983567,1.8600724916091755e-15,2.6443670401761768e-05,0.08444289335913986,1.6710629744687932e-07
cosmx_bcc_spot_0000017060,1.2843219422922513e-15,1.2843219422922513e-15,1.2843219422922513e-15,1.2843219422922513e-15,1.2843219422922513e-15,1.2843219422922513e-15,1.2843219422922513e-15,1.2843219422922513e-15,1.2843219422922513e-15,0.9999999999999871,1.2843219422922513e-15
cosmx_bcc_spot_0000017061,1.4987854340922241e-15,1.4987854340922241e-15,1.4987854340922241e-15,0.021045311287869982,1.4987854340922241e-15,0.022456941976658047,1.4987854340922241e-15,1.4987854340922241e-15,1.4987854340922241e-15,0.95649774673546,1.4987854340922241e-15
cosmx_bcc_spot_0000017062,1.3557872658054704e-15,1.3557872658054704e-15,1.3557872658054704e-15,0.11585910511852486,1.3557872658054704e-15,0.03472950596899602,1.3557872658054704e-15,1.3557872658054704e-15,1.3557872658054704e-15,0.8494113889124683,1.3557872658054704e-15
cosmx_bcc_spot_0000017063,1.7191575111020747e-15,1.7191575111020747e-15,1.7191575111020747e-15,0.48821194223771563,1.7191575111020747e-15,1.7191575111020747e-15,1.7191575111020747e-15,1.7191575111020747e-15,4.5690281418890363e-10,0.5117880573053676,1.7191575111020747e-15
cosmx_bcc_spot_0000017064,2.8020404310919355e-06,1.875882185964551e-15,0.28662637607575564,0.6657640031814923,8.96259186876315e-05,0.02509070537749204,0.0016627434870624628,1.875882185964551e-15,0.020763743898244445,1.875882185964551e-15,2.082886982975206e-11
cosmx_bcc_spot_0000017065,0.0196031069593469,0.2896274006052628,0.08564862115498126,0.21579095866333894,0.3157552665078074,5.2603527938807184e-09,0.0035761850683963515,0.06656292782384257,3.194713631204855e-08,0.003435380300208099,1.1570932659759638e-07
cosmx_bcc_spot_0000017066,0.012903015911402086,0.32658020382444924,1.0026082860225537e-07,5.216489065704461e-05,0.36982175048285476,1.8495627706612417e-14,3.3040386020662323e-12,0.28944582469394897,2.037107226247427e-15,0.0004954263391904872,0.0007015135933441769
cosmx_bcc_spot_0000017209,4.155204236834842e-08,0.2586929869141355,1.7649324904261108e-10,0.005575623498408672,0.48909994235437465,1.9212903473788314e-15,0.007284184832399399,0.23458803479767895,1.9212903473788314e-15,0.00475693710602003,2.248768443046932e-06
cosmx_bcc_spot_0000017210,8.142978716942493e-14,0.6980547549704746,1.3428461612138408e-06,0.07155651100865353,0.21749850162142265,6.616175694283819e-15,6.987871878383112e-07,1.962438395315699e-15,0.012888188350276289,1.962438395315699e-15,2.4157317969320413e-09
cosmx_bcc_spot_0000017211,1.968988558973523e-15,0.6993022782187769,1.2082511208006773e-12,0.0017612878269176958,0.290014383558224,1.968988558973523e-15,0.008922050394857113,1.968988558973523e-15,1.968988558973523e-15,1.968988558973523e-15,6.080953789486948e-15
cosmx_bcc_spot_0000017212,1.642210239399442e-11,0.9145457715808978,3.900084678437577e-10,1.9537031519470416e-15,0.06790873216512917,2.6567402187406694e-09,0.001917391791639651,0.015628101306797464,2.118174000301781e-15,1.9537031519470416e-15,9.235916829259594e-11
cosmx_bcc_spot_0000017213,1.8621643882981062e-15,0.8049857174791398,9.882848103348506e-15,0.0013041200444573403,0.12907844378350672,0.06463158970419061,1.289886581901643e-07,1.8621643882981062e-15,1.8621643882981062e-15,1.8621643882981062e-15,2.95332887623156e-14
cosmx_bcc_spot_0000017214,3.3867733729882033e-13,0.9253121362295917,1.1566652683442354e-09,0.0035411596834423057,0.02285887632495759,0.03926669871759875,2.626773293033412e-09,0.009021125260267082,1.0528829873579724e-14,1.8700165866267816e-15,3.5287873078776313e-13
cosmx_bcc_spot_0000017215,4.645769133838097e-15,0.9322921493612057,0.00013128270316446427,0.04150223215914725,5.69657145629014e-06,1.919671468567982e-15,1.919671468567982e-15,1.919671468567982e-15,0.026068639172539175,1.919671468567982e-15,3.247460955735722e-11
cosmx_bcc_spot_0000017216,1.8286216005556703e-15,0.9682645467144803,1.8286216005556703e-15,0.027157817367334497,9.402012377961636e-15,1.8286216005556703e-15,1.8286216005556703e-15,0.004577635918162941,1.8286216005556703e-15,1.8286216005556703e-15,1.8286216005556703e-15
cosmx_bcc_spot_0000017217,1.810523739821144e-15,0.9646537933415313,1.810523739821144e-15,0.01891206457768178,4.327627719694132e-12,1.810523739821144e-15,1.810523739821144e-15,0.01643414207644618,1.810523739821144e-15,1.810523739821144e-15,1.810523739821144e-15
cosmx_bcc_spot_0000017218,1.8095150911964503e-15,0.9545837881682057,1.8095150911964503e-15,0.030714364528696393,1.8095150911964503e-15,1.8095150911964503e-15,1.8095150911964503e-15,0.014701847303083097,1.8095150911964503e-15,1.8095150911964503e-15,1.8095150911964503e-15
