,x,y,Cancer.cells,Fibroblast,MoMacDC
cosmx_bcc_xdonor_spot_0000016664,-174247.302348488,31139.936925406208,0.25,0.375,0.0
cosmx_bcc_xdonor_spot_0000016665,-174251.17405901433,31533.078372774627,0.8947368421052632,0.0526315789473684,0.0
cosmx_bcc_xdonor_spot_0000016666,-174262.65651515467,31895.416092072872,0.25,0.5,0.0
cosmx_bcc_xdonor_spot_0000016667,-174281.68984848802,32241.099425406202,0.0,0.6,0.0
cosmx_bcc_xdonor_spot_0000016668,-174282.18984848802,32635.3994254062,0.8,0.1,0.0
cosmx_bcc_xdonor_spot_0000016669,-174297.03530303345,32858.863061769836,0.8181818181818182,0.0,0.0
cosmx_bcc_xdonor_spot_0000016709,-174280.89961772197,47101.0449465516,0.8181818181818182,0.1212121212121212,0.0303030303030303
cosmx_bcc_xdonor_spot_0000016710,-174230.52199534437,47454.15683466348,0.4358974358974359,0.1025641025641025,0.0256410256410256
cosmx_bcc_xdonor_spot_0000016711,-174227.8617389341,47792.450790707444,0.4642857142857143,0.3214285714285714,0.0
cosmx_bcc_xdonor_spot_0000016712,-174211.53481585716,48158.61837312503,0.7692307692307693,0.1538461538461538,0.0
cosmx_bcc_xdonor_spot_0000016713,-174270.98130415144,48484.68526275714,0.8260869565217391,0.1739130434782608,0.0
cosmx_bcc_xdonor_spot_0000016714,-174239.3200722674,48951.81388594554,0.9166666666666666,0.0833333333333333,0.0
cosmx_bcc_xdonor_spot_0000016715,-174259.82141635346,49210.933509601455,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000016716,-174280.91173893405,49550.32221927888,0.85,0.1,0.0
cosmx_bcc_xdonor_spot_0000016717,-174238.8617389341,49936.1055526122,0.9722222222222222,0.0277777777777777,0.0
cosmx_bcc_xdonor_spot_0000016718,-174252.3304889341,50275.89721927887,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000016719,-174262.71173893398,50511.5722192789,0.4,0.4,0.0
cosmx_bcc_xdonor_spot_0000016723,-174215.30176924475,52112.44458670471,0.92,0.0,0.0
cosmx_bcc_xdonor_spot_0000016724,-174254.36628537395,52419.99168347889,0.935483870967742,0.032258064516129,0.0
cosmx_bcc_xdonor_spot_0000016725,-174273.02904197207,52770.96822306835,0.2727272727272727,0.3636363636363636,0.0
cosmx_bcc_xdonor_spot_0000016728,-174171.76330770642,53856.83535593547,0.8846153846153846,0.0384615384615384,0.0
cosmx_bcc_xdonor_spot_0000016729,-174178.25631469948,54144.78640488654,0.9090909090909092,0.0,0.0454545454545454
cosmx_bcc_xdonor_spot_0000016730,-174205.30176924486,54497.6045867047,0.625,0.125,0.0
cosmx_bcc_xdonor_spot_0000016731,-174247.30176924466,54867.60458670472,0.125,0.25,0.0
cosmx_bcc_xdonor_spot_0000016732,-174240.30176924454,55256.318872419004,0.2857142857142857,0.2142857142857142,0.0
cosmx_bcc_xdonor_spot_0000016733,-174231.48358742642,55561.15004125016,0.1818181818181818,0.0,0.0
cosmx_bcc_xdonor_spot_0000016734,-174229.80176924483,55932.1045867047,0.3333333333333333,0.1666666666666666,0.0
cosmx_bcc_xdonor_spot_0000016752,-173895.16859226,-43384.8667566358,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000016753,-173948.75192559333,-43144.70008996913,0.8333333333333334,0.1666666666666666,0.0
cosmx_bcc_xdonor_spot_0000016754,-173910.54359226,-42820.3667566358,0.25,0.625,0.0
cosmx_bcc_xdonor_spot_0000016755,-173938.12313771455,-42428.821302090335,0.1818181818181818,0.2727272727272727,0.0
cosmx_bcc_xdonor_spot_0000016758,-173907.66859226004,-41318.30008996913,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000016759,-173937.30017120743,-40956.366756635805,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000016760,-173908.75192559333,-40752.033423302455,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000016761,-173816.06859225998,-40241.4667566358,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000016762,-173855.81144940286,-39933.3667566358,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000016763,-173923.57335416484,-39612.557232826286,0.9047619047619048,0.0476190476190476,0.0
cosmx_bcc_xdonor_spot_0000016764,-173941.78780767118,-39251.97751758404,0.1,0.4,0.0
cosmx_bcc_xdonor_spot_0000016769,-173918.51042140846,-37463.95818201886,0.4444444444444444,0.1111111111111111,0.0
cosmx_bcc_xdonor_spot_0000016770,-173916.84375474177,-37131.18040424108,0.2222222222222222,0.3333333333333333,0.0
cosmx_bcc_xdonor_spot_0000016771,-173951.065976964,-36787.4026264633,0.2,0.6,0.2
cosmx_bcc_xdonor_spot_0000016774,-173929.71597696395,-35685.20262646332,0.95,0.0,0.0
cosmx_bcc_xdonor_spot_0000016775,-173948.89931029736,-35416.90262646331,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000016776,-173977.5111478798,-34973.077264202744,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000016777,-173886.56924608492,-34660.938496290815,0.9583333333333334,0.0,0.0
cosmx_bcc_xdonor_spot_0000016778,-173879.33240397967,-34325.96481208028,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000016779,-173863.9153999311,-33961.36157321389,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000016781,-173929.21210322782,-33201.08135343367,0.7857142857142857,0.2142857142857142,0.0
cosmx_bcc_xdonor_spot_0000016782,-173912.4025794183,-32884.97182962414,0.4666666666666667,0.2666666666666666,0.0
cosmx_bcc_xdonor_spot_0000016783,-173982.319246085,-32608.063496290797,0.75,0.125,0.0
cosmx_bcc_xdonor_spot_0000016784,-173951.4025794183,-32145.63849629081,0.5333333333333333,0.4,0.0
cosmx_bcc_xdonor_spot_0000016785,-173899.03799608504,-31835.094746290815,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000016786,-173916.12806961435,-31489.614966879046,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000016787,-173876.90257941835,-31119.271829624133,0.6666666666666666,0.0,0.0
cosmx_bcc_xdonor_spot_0000016957,-173815.989848488,29040.666092072865,0.8333333333333334,0.1666666666666666,0.0
cosmx_bcc_xdonor_spot_0000016959,-173922.15651515467,29748.166092072865,0.0,0.3333333333333333,0.0
cosmx_bcc_xdonor_spot_0000016961,-173885.489848488,30452.71371112049,0.2857142857142857,0.5714285714285714,0.0
cosmx_bcc_xdonor_spot_0000016962,-173902.68984848802,30797.3994254062,0.1,0.6,0.0
cosmx_bcc_xdonor_spot_0000016963,-173920.639848488,31207.499425406208,0.9,0.0,0.0
cosmx_bcc_xdonor_spot_0000016964,-173928.41292541107,31475.730194636973,0.6923076923076923,0.2307692307692307,0.0
cosmx_bcc_xdonor_spot_0000016965,-173853.88115283585,31871.45594714534,0.6956521739130435,0.1304347826086956,0.0
cosmx_bcc_xdonor_spot_0000016966,-173953.84699134514,32271.28513969192,0.6428571428571429,0.0714285714285714,0.0
cosmx_bcc_xdonor_spot_0000016967,-173880.82318182135,32546.166092072865,0.1666666666666666,0.8333333333333334,0.0
cosmx_bcc_xdonor_spot_0000017008,-173869.188662011,47109.002988509645,0.0769230769230769,0.1153846153846153,0.6538461538461539
cosmx_bcc_xdonor_spot_0000017009,-173866.76173893403,47468.52221927888,0.05,0.25,0.35
cosmx_bcc_xdonor_spot_0000017010,-173892.6334780645,47848.51134971366,0.9130434782608696,0.0434782608695652,0.0
cosmx_bcc_xdonor_spot_0000017011,-173893.08471190708,48158.988435495085,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017012,-173911.46173893404,48480.722219278876,0.65,0.3,0.05
cosmx_bcc_xdonor_spot_0000017013,-173848.51173893403,48863.82221927888,0.75,0.25,0.0
cosmx_bcc_xdonor_spot_0000017014,-173900.29031036264,49199.093647850306,0.8214285714285714,0.0714285714285714,0.0357142857142857
cosmx_bcc_xdonor_spot_0000017015,-173857.34983417214,49581.01031451697,0.1904761904761904,0.5238095238095238,0.1428571428571428
cosmx_bcc_xdonor_spot_0000017016,-173901.13951671188,49932.46666372332,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017017,-173878.2054889341,50233.08471927887,0.875,0.03125,0.03125
cosmx_bcc_xdonor_spot_0000017022,-173937.80176924483,52078.771253371386,0.8888888888888888,0.0555555555555555,0.0
cosmx_bcc_xdonor_spot_0000017023,-173869.17676924486,52408.2295867047,0.75,0.125,0.0
cosmx_bcc_xdonor_spot_0000017024,-173801.3017692449,52819.27125337138,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017025,-173829.20176924483,53081.404586704724,0.9,0.1,0.0
cosmx_bcc_xdonor_spot_0000017026,-173835.6017692447,53518.25458670473,0.95,0.05,0.0
cosmx_bcc_xdonor_spot_0000017027,-173898.90642040764,53822.67435414654,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017028,-173898.97744492063,54156.4153975155,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017029,-173885.77795972102,54556.84268194282,0.9523809523809524,0.0,0.0
cosmx_bcc_xdonor_spot_0000017030,-173863.30176924483,54839.71569781582,0.7407407407407407,0.1111111111111111,0.0
cosmx_bcc_xdonor_spot_0000017031,-173932.1017692448,55214.0045867047,0.2,0.5,0.0
cosmx_bcc_xdonor_spot_0000017032,-173917.94882806804,55621.0163514106,0.0588235294117647,0.2941176470588235,0.0
cosmx_bcc_xdonor_spot_0000017033,-173903.11995106298,55947.5136776138,0.0909090909090909,0.0,0.0
cosmx_bcc_xdonor_spot_0000017034,-173888.8017692447,56164.77125337137,0.3333333333333333,0.1666666666666666,0.0
cosmx_bcc_xdonor_spot_0000017052,-173521.79359226,-43108.6167566358,0.125,0.25,0.0
cosmx_bcc_xdonor_spot_0000017053,-173487.8908144822,-42764.47786774691,0.1111111111111111,0.6666666666666666,0.0
cosmx_bcc_xdonor_spot_0000017054,-173532.2400208314,-42501.93818520723,0.1428571428571428,0.5714285714285714,0.0
cosmx_bcc_xdonor_spot_0000017058,-173501.2185922601,-41019.26675663581,0.95,0.0,0.0
cosmx_bcc_xdonor_spot_0000017060,-173620.66859226,-40224.70008996913,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017061,-173594.30495589634,-40039.00312027216,0.9090909090909092,0.0909090909090909,0.0
cosmx_bcc_xdonor_spot_0000017066,-173508.92311982115,-38228.6169121776,0.9285714285714286,0.0,0.0
cosmx_bcc_xdonor_spot_0000017067,-173458.92311982115,-37847.6169121776,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017068,-173541.565976964,-37509.735959796635,0.6666666666666666,0.3333333333333333,0.0
cosmx_bcc_xdonor_spot_0000017073,-173464.3736692717,-35651.325703386385,0.6153846153846154,0.0769230769230769,0.0
cosmx_bcc_xdonor_spot_0000017074,-173515.38176643764,-35399.086836989634,0.8421052631578947,0.0,0.0
cosmx_bcc_xdonor_spot_0000017075,-173485.20040000434,-34968.54791640581,0.8666666666666667,0.0,0.0
cosmx_bcc_xdonor_spot_0000017076,-173522.75345661127,-34660.96481208028,0.9473684210526316,0.0,0.0
cosmx_bcc_xdonor_spot_0000017077,-173545.54924608496,-34267.398496290814,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017078,-173575.66015517584,-33945.574859927176,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017079,-173519.7359127516,-33616.962305814624,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017080,-173499.45386146958,-33316.66926552158,0.9230769230769232,0.0769230769230769,0.0
cosmx_bcc_xdonor_spot_0000017081,-173484.97833699407,-32840.711223563536,0.9090909090909092,0.0,0.0
cosmx_bcc_xdonor_spot_0000017082,-173429.40257941833,-32537.66071851302,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017084,-173609.944246085,-31720.313496290797,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017085,-173542.19424608504,-31483.375996290815,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017086,-173564.769246085,-31223.2384962908,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017256,-173576.789848488,29086.899425406194,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017257,-173531.489848488,29382.793543053267,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017258,-173556.06127705943,29707.999425406208,0.8571428571428571,0.0,0.0
cosmx_bcc_xdonor_spot_0000017259,-173534.13690731153,30116.85236658268,0.3529411764705882,0.1764705882352941,0.0588235294117647
cosmx_bcc_xdonor_spot_0000017260,-173507.489848488,30506.288899090418,0.9473684210526316,0.0526315789473684,0.0
cosmx_bcc_xdonor_spot_0000017261,-173534.96353269854,30843.81521487989,0.7368421052631579,0.1052631578947368,0.0
cosmx_bcc_xdonor_spot_0000017262,-173567.989848488,31236.166092072872,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017263,-173528.239848488,31514.311925406208,0.75,0.125,0.0625
cosmx_bcc_xdonor_spot_0000017264,-173549.85348485166,31826.044879951663,0.9090909090909092,0.0454545454545454,0.0
cosmx_bcc_xdonor_spot_0000017265,-173527.82318182135,32260.388314295087,0.0,0.8888888888888888,0.0
cosmx_bcc_xdonor_spot_0000017266,-173506.489848488,32605.35656826334,0.1428571428571428,0.7142857142857143,0.0
cosmx_bcc_xdonor_spot_0000017306,-173509.21700209193,46822.403798226245,0.3684210526315789,0.0,0.0526315789473684
cosmx_bcc_xdonor_spot_0000017307,-173559.2545960769,47119.8198383265,0.0476190476190476,0.0,0.8095238095238095
cosmx_bcc_xdonor_spot_0000017308,-173534.84507226732,47461.50555261222,0.0,0.2666666666666666,0.6
cosmx_bcc_xdonor_spot_0000017309,-173552.24217371666,47816.1635236267,0.4782608695652174,0.3478260869565217,0.1304347826086956
cosmx_bcc_xdonor_spot_0000017310,-173565.87364369596,48163.629362136024,0.8095238095238095,0.0476190476190476,0.0952380952380952
cosmx_bcc_xdonor_spot_0000017311,-173554.22285004513,48546.54999705666,0.6666666666666666,0.1666666666666666,0.1111111111111111
cosmx_bcc_xdonor_spot_0000017312,-173576.32913023842,48858.33743667018,0.9565217391304348,0.0434782608695652,0.0
cosmx_bcc_xdonor_spot_0000017313,-173515.67695632536,49236.64178449627,0.5217391304347826,0.3478260869565217,0.0434782608695652
cosmx_bcc_xdonor_spot_0000017314,-173626.299238934,49549.272219278886,0.0625,0.4375,0.125
cosmx_bcc_xdonor_spot_0000017315,-173559.06173893405,49899.12221927888,0.7,0.2,0.05
cosmx_bcc_xdonor_spot_0000017316,-173555.511738934,50240.038885945556,0.6,0.0666666666666666,0.0
cosmx_bcc_xdonor_spot_0000017317,-173567.71173893398,50535.3722192789,0.2,0.2,0.0
cosmx_bcc_xdonor_spot_0000017321,-173482.4070324026,52085.288797231035,0.9473684210526316,0.0526315789473684,0.0
cosmx_bcc_xdonor_spot_0000017322,-173539.7845278656,52444.84596601504,0.9310344827586208,0.0344827586206896,0.0
cosmx_bcc_xdonor_spot_0000017323,-173527.2372531159,52774.60458670469,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017324,-173535.00447194753,53106.685667785765,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017325,-173535.523991467,53480.426808926895,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017326,-173535.11426924495,53821.72958670469,0.96875,0.0,0.0
cosmx_bcc_xdonor_spot_0000017327,-173501.35176924482,54150.154586704724,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017328,-173520.04089967944,54578.3437171395,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017329,-173589.985979771,54816.76248144157,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017332,-173421.42676924486,55939.9795867047,0.875,0.0,0.0
cosmx_bcc_xdonor_spot_0000017352,-173195.55748114886,-42792.25564552468,0.1111111111111111,0.7777777777777778,0.0
cosmx_bcc_xdonor_spot_0000017353,-173181.26859226,-42511.86675663579,0.3,0.2,0.0
cosmx_bcc_xdonor_spot_0000017355,-173147.20705379857,-41704.78983355888,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017356,-173133.11303670442,-41455.70008996913,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017357,-173173.74266633418,-41009.81120108025,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017358,-173188.71207052097,-40697.49719141842,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017359,-173086.94131953272,-40263.91221118125,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017360,-173088.8908144822,-39970.92231219135,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017361,-173162.81144940294,-39604.414375683424,0.9523809523809524,0.0,0.0
cosmx_bcc_xdonor_spot_0000017362,-173128.53810360873,-39233.44035009418,0.9411764705882352,0.0,0.0
cosmx_bcc_xdonor_spot_0000017363,-173171.54216744014,-38928.545483606176,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017364,-173100.49454839254,-38623.545483606154,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017365,-173240.62153251955,-38145.18040424108,0.7777777777777778,0.2222222222222222,0.0
cosmx_bcc_xdonor_spot_0000017366,-173152.73264363068,-37813.4026264633,0.4444444444444444,0.2222222222222222,0.0
cosmx_bcc_xdonor_spot_0000017370,-173194.51042140846,-36383.29151535219,0.3333333333333333,0.5555555555555556,0.0
cosmx_bcc_xdonor_spot_0000017371,-173126.24779514584,-36164.12989919058,0.7272727272727273,0.0,0.0
cosmx_bcc_xdonor_spot_0000017372,-173233.21982311786,-35638.787241847924,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017373,-173199.33264363065,-35377.93595979665,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017374,-173189.06679424425,-34972.28659392017,0.0,0.75,0.125
cosmx_bcc_xdonor_spot_0000017375,-173172.194246085,-34687.4384962908,0.375,0.625,0.0
cosmx_bcc_xdonor_spot_0000017376,-173229.85496037066,-34262.1527820051,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017377,-173182.30734132303,-34020.67659152891,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017378,-173187.8060881902,-33557.912180501335,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017379,-173179.2359127516,-33239.438496290815,0.875,0.0,0.0
cosmx_bcc_xdonor_spot_0000017380,-173169.69424608495,-32825.87599629081,0.9375,0.0,0.0
cosmx_bcc_xdonor_spot_0000017381,-173210.35496037072,-32540.617067719384,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017382,-173123.88174608495,-32166.500996290808,0.9375,0.0625,0.0
cosmx_bcc_xdonor_spot_0000017383,-173076.069246085,-31900.4384962908,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017385,-173174.869246085,-31002.638496290798,0.4,0.0,0.0
cosmx_bcc_xdonor_spot_0000017555,-173221.989848488,29045.124425406197,0.875,0.0,0.0
cosmx_bcc_xdonor_spot_0000017557,-173161.2676262658,29765.166092072872,0.5,0.2777777777777778,0.0
cosmx_bcc_xdonor_spot_0000017558,-173193.56677156495,30077.422502329282,0.8461538461538461,0.0769230769230769,0.0
cosmx_bcc_xdonor_spot_0000017559,-173188.09854414017,30496.19507758012,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017560,-173210.889848488,30847.499425406208,0.4,0.4,0.0666666666666666
cosmx_bcc_xdonor_spot_0000017561,-173214.04540404357,31202.277203183978,0.6666666666666666,0.2222222222222222,0.0
cosmx_bcc_xdonor_spot_0000017562,-173183.139848488,31556.149425406205,0.7,0.25,0.0
cosmx_bcc_xdonor_spot_0000017563,-173168.15651515467,31859.01794392473,0.8888888888888888,0.074074074074074,0.0
cosmx_bcc_xdonor_spot_0000017564,-173164.06127705943,32283.499425406197,0.1428571428571428,0.7142857142857143,0.0
cosmx_bcc_xdonor_spot_0000017565,-173225.364848488,32632.624425406197,0.375,0.125,0.0
cosmx_bcc_xdonor_spot_0000017605,-173142.7655850879,46756.61837312503,0.0384615384615384,0.1538461538461538,0.2307692307692307
cosmx_bcc_xdonor_spot_0000017606,-173188.11173893407,47081.43888594554,0.0,0.0416666666666666,0.7083333333333334
cosmx_bcc_xdonor_spot_0000017607,-173184.84507226732,47449.50555261222,0.0666666666666666,0.2,0.3333333333333333
cosmx_bcc_xdonor_spot_0000017608,-173240.21173893398,47752.2722192789,0.0,0.9,0.0
cosmx_bcc_xdonor_spot_0000017609,-173215.54031036256,48209.34364785033,0.0,1.0,0.0
cosmx_bcc_xdonor_spot_0000017610,-173155.58542314457,48535.824850857825,0.0526315789473684,0.7368421052631579,0.1052631578947368
cosmx_bcc_xdonor_spot_0000017611,-173149.93316750551,48861.665076421734,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017612,-173179.16888179124,49217.08650499315,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017613,-173173.0006278229,49569.605552612215,0.2777777777777778,0.6666666666666666,0.0555555555555555
cosmx_bcc_xdonor_spot_0000017614,-173195.6117389341,49944.49444150109,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017615,-173162.11173893407,50278.47592298258,0.8888888888888888,0.074074074074074,0.037037037037037
cosmx_bcc_xdonor_spot_0000017616,-173197.911738934,50541.57221927889,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017620,-173174.78452786556,52096.67355222194,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017621,-173185.51229556074,52414.99932354679,0.9736842105263158,0.0,0.0
cosmx_bcc_xdonor_spot_0000017622,-173165.13034067347,52764.23315813326,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017623,-173179.44065813383,53095.882364482466,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017624,-173170.1252986566,53474.60458670469,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017625,-173176.13510257818,53808.993475593576,0.9722222222222222,0.0,0.0
cosmx_bcc_xdonor_spot_0000017626,-173179.2135339507,54177.692821998804,0.9705882352941176,0.0,0.0
cosmx_bcc_xdonor_spot_0000017627,-173203.64959533166,54504.99589105254,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017630,-173159.30176924448,55698.437920038035,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017631,-173197.80176924495,55908.283158133265,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017651,-172753.12313771455,-42766.184938453975,0.9090909090909092,0.0,0.0
cosmx_bcc_xdonor_spot_0000017652,-172767.9543065457,-42462.93818520723,0.5714285714285714,0.2857142857142857,0.0
cosmx_bcc_xdonor_spot_0000017653,-172801.00192559333,-42109.8667566358,0.1666666666666666,0.3333333333333333,0.1666666666666666
cosmx_bcc_xdonor_spot_0000017654,-172914.98438173375,-41709.99833558317,0.9473684210526316,0.0,0.0
cosmx_bcc_xdonor_spot_0000017655,-172905.16859226,-41444.566756635795,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017656,-172849.00192559336,-40950.3667566358,0.5333333333333333,0.2,0.0
cosmx_bcc_xdonor_spot_0000017657,-172827.09716368857,-40718.3667566358,0.7142857142857143,0.2857142857142857,0.0
cosmx_bcc_xdonor_spot_0000017658,-172823.79359226,-40280.4917566358,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017659,-172841.66859226004,-39939.307933106385,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017660,-172852.3504104419,-39651.45766572672,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017661,-172794.22183488408,-39255.336572749846,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017662,-172880.965976964,-38909.2026264633,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017663,-172845.39931029736,-38623.40262646331,0.8333333333333334,0.0,0.0
cosmx_bcc_xdonor_spot_0000017664,-172819.065976964,-38141.25976932044,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017665,-172788.6449243324,-37828.56052120016,0.8947368421052632,0.0,0.0
cosmx_bcc_xdonor_spot_0000017666,-172800.99931029734,-37538.26929312998,0.9333333333333332,0.0,0.0
cosmx_bcc_xdonor_spot_0000017667,-172871.065976964,-37113.235959796635,0.1666666666666666,0.8333333333333334,0.0
cosmx_bcc_xdonor_spot_0000017668,-172859.815976964,-36705.6526264633,0.625,0.375,0.0
cosmx_bcc_xdonor_spot_0000017669,-172826.8352077333,-36418.24878030944,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017670,-172851.71597696395,-36147.802626463315,0.95,0.05,0.0
cosmx_bcc_xdonor_spot_0000017671,-172809.06597696396,-35711.67535373604,0.9545454545454546,0.0454545454545454,0.0
cosmx_bcc_xdonor_spot_0000017672,-172851.85545064817,-35384.086836989634,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017674,-172777.71924608495,-34638.538496290814,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017675,-172817.01042255553,-34347.67379040846,0.8235294117647058,0.1176470588235294,0.0588235294117647
cosmx_bcc_xdonor_spot_0000017676,-172802.73591275164,-33962.271829624144,0.5,0.4166666666666667,0.0
cosmx_bcc_xdonor_spot_0000017677,-172864.66924608496,-33496.30516295748,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017678,-172829.76924608502,-33265.538496290814,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017679,-172784.38503555863,-32838.22796997502,0.9473684210526316,0.0526315789473684,0.0
cosmx_bcc_xdonor_spot_0000017680,-172836.43288244863,-32586.4384962908,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017681,-172852.869246085,-32126.2384962908,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017682,-172848.819246085,-31879.563496290797,0.875,0.125,0.0
cosmx_bcc_xdonor_spot_0000017684,-172812.64067465646,-31088.438496290797,0.5714285714285714,0.0,0.0
cosmx_bcc_xdonor_spot_0000017855,-172817.06127705943,29432.78513969191,0.2857142857142857,0.2857142857142857,0.0
cosmx_bcc_xdonor_spot_0000017856,-172819.27556277372,29739.999425406208,0.5,0.2857142857142857,0.0
cosmx_bcc_xdonor_spot_0000017857,-172821.489848488,30107.322954817973,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017858,-172856.31593544452,30474.06464279751,0.8695652173913043,0.0,0.0
cosmx_bcc_xdonor_spot_0000017859,-172782.75651515467,30839.63275873954,0.7333333333333333,0.2666666666666666,0.0
cosmx_bcc_xdonor_spot_0000017860,-172790.729848488,31182.97942540621,0.92,0.0,0.0
cosmx_bcc_xdonor_spot_0000017861,-172850.33195375116,31543.23626751147,1.0,0.0,0.0
cosmx_bcc_xdonor_spot_0000017862,-172804.9660389642,31892.547044453826,0.9523809523809524,0.0,0.0
cosmx_bcc_xdonor_spot_0000017863,-172799.58075757892,32220.22669813348,0.8636363636363636,0.0,0.0
cosmx_bcc_xdonor_spot_0000017864,-172835.58984848802,32553.599425406202,0.7,0.1,0.0
cosmx_bcc_xdonor_spot_0000017865,-172787.65651515467,32938.332758739525,0.0,0.8333333333333334,0.0
cosmx_bcc_xdonor_spot_0000017903,-172834.11173893398,46473.60555261223,0.0833333333333333,0.1666666666666666,0.0
cosmx_bcc_xdonor_spot_0000017904,-172856.8200722674,46741.730552612215,0.0833333333333333,0.125,0.5
cosmx_bcc_xdonor_spot_0000017905,-172842.11173893404,47104.17221927888,0.1,0.0,0.75
cosmx_bcc_xdonor_spot_0000017906,-172825.61173893398,47386.972219278905,0.1,0.4,0.3
cosmx_bcc_xdonor_spot_0000017907,-172789.02082984315,47871.36312836979,0.9090909090909092,0.0,0.0454545454545454
cosmx_bcc_xdonor_spot_0000017908,-172819.65719347956,48163.83282533948,0.9393939393939394,0.0606060606060606,0.0
