,CAF,CAM,Cortex_CCL21,Fibroblasts,Germinal_Center_Plasma_IgM_B_cell,High_Endothelial_Venules,M1_macrophages,Macrophages,Plasma_IgA,Plasma_IgG,T_cell,Tumor,Tumor_Keratin_Pearl
openst_spot_00003589,0.0012607876125068321,0.05758874627103603,1.1316270290140826e-14,3.731305480783409e-08,1.6713574280468976e-15,2.2589203071880482e-14,4.351553321114464e-12,1.1492329930737628e-14,1.6713574280468976e-15,0.14895147230809008,2.4668173282763017e-15,0.7082317432702837,0.08396721322062574
openst_spot_00003602,5.61302115788021e-13,0.017194530569869183,1.9750443349461396e-15,1.9750443349461396e-15,2.6940198135881213e-05,7.451013062671506e-10,6.006353369961811e-10,1.132640289040733e-08,7.706593134365639e-05,1.9750443349461396e-15,2.3090089151442257e-06,0.9826991392606799,2.3583495562644366e-09
openst_spot_00003842,2.932093326505816e-05,1.3676449658415426e-15,1.3676449658415426e-15,1.8746288797081716e-15,1.3676449658415426e-15,1.3676449658415426e-15,1.3676449658415426e-15,1.3676449658415426e-15,1.3676449658415426e-15,0.9975583528585167,1.3676449658415426e-15,3.7366563314544335e-11,0.002412326170839044
openst_spot_00003867,0.023115381502158118,0.23455842816454653,1.7906301041446784e-15,4.432604004968348e-09,0.008220224629442347,4.2260384472881425e-13,1.0954207549471596e-09,3.294164791368817e-13,4.153019599823898e-13,1.7906301041446784e-15,5.324440460246781e-11,0.7341041825461145,1.7775752984200213e-06
openst_spot_00003878,1.952161452656887e-15,0.0001099328030633415,1.952161452656887e-15,1.952161452656887e-15,7.771275300396789e-07,4.213098989385283e-09,2.7067733378334915e-08,0.023496873366901073,1.952161452656887e-15,7.057124259614733e-12,1.0259269618522905e-06,0.9746054697345312,0.0017858897531151147
openst_spot_00004073,1.9374269594622428e-15,0.0372089359444609,1.9374269594622428e-15,1.9374269594622428e-15,0.04570356297635621,1.1644629188586085e-14,1.653414138915536e-12,2.076090412489275e-10,1.9374269594622428e-15,0.021853651814704656,3.982625721861522e-14,0.8952338487909761,2.6418033806301057e-10
openst_spot_00004075,1.820691025009051e-15,2.589453865312718e-08,1.820691025009051e-15,1.820691025009051e-15,0.009184135533129177,1.41377079069591e-13,7.439379002638701e-15,1.3034717855915033e-13,4.244087241175326e-06,0.03673689882176555,5.0840304233311e-12,0.8290057979050817,0.1250688977528751
openst_spot_00004105,1.4320116620955999e-05,0.18562220274268856,1.4824213962209065e-14,6.683215732439597e-11,9.556967194206557e-07,3.8595878905435455e-06,1.8669786177966017e-05,0.01226544673179654,9.907228055905903e-14,0.03609271610768824,0.01082303416029342,0.7551587948630507,1.4012759084350882e-10
openst_spot_00004219,4.3558678049508654e-13,0.06126178724412878,5.204533561416964e-07,2.5377225087967566e-13,1.9809226571973814e-06,5.7350819869913266e-08,3.2991884903936685e-07,1.4313732187429174e-09,0.004848657413384959,8.974255731480293e-11,2.1145263589937033e-07,0.5339958091471859,0.3998906445751771
openst_spot_00004252,1.0401141581413138e-12,0.02682053832434248,1.658325804090972e-15,2.217396932852978e-13,1.658325804090972e-15,3.6543966759141235e-15,7.24020541176149e-13,3.5909768270825763e-09,0.015435541736227373,0.020496249562903118,2.092562219813324e-13,0.937247666780909,2.4389370000307317e-12
openst_spot_00004266,1.3092404514694684e-07,6.1536744806446e-11,1.734391914094552e-15,1.311138972652902e-05,1.606693276229316e-13,4.338656182093522e-11,1.0416119106191782e-10,4.0490034486542704e-05,3.954396227773636e-08,0.05899944838369137,3.063536757125852e-08,0.9409467488794719,1.734391914094552e-15
openst_spot_00004310,0.3102332759579989,0.028946136836451714,1.706393942855735e-15,8.292993078994869e-10,1.706393942855735e-15,1.706393942855735e-15,1.706393942855735e-15,1.706393942855735e-15,1.706393942855735e-15,0.18142219041881089,1.706393942855735e-15,0.4391656917263599,0.040232704231067354
openst_spot_00004547,1.3103758630997447e-15,1.3103758630997447e-15,1.3103758630997447e-15,1.3103758630997447e-15,1.3103758630997447e-15,1.3103758630997447e-15,1.3103758630997447e-15,1.3103758630997447e-15,1.3103758630997447e-15,0.9999999999999842,1.3103758630997447e-15,1.3103758630997447e-15,1.3103758630997447e-15
openst_spot_00004694,1.6319855395473508e-15,1.6319855395473508e-15,1.6319855395473508e-15,1.6319855395473508e-15,1.6319855395473508e-15,1.6319855395473508e-15,1.6319855395473508e-15,1.6319855395473508e-15,0.0016695212542669302,0.013386555910590675,1.6319855395473508e-15,0.9560840700036576,0.028859852831470075
openst_spot_00004732,1.806408288569684e-15,0.7581203660631197,1.806408288569684e-15,1.806408288569684e-15,6.341963111343127e-08,1.806408288569684e-15,9.904442005475616e-13,2.999122402329657e-11,4.3382768226151164e-08,0.022263155765137342,1.806408288569684e-15,0.10689914182163358,0.11271722951671913
openst_spot_00004811,0.1409035843141001,0.10351489196773536,4.3341996645311356e-07,4.32349835710147e-06,2.1576702917708612e-09,2.4413209255003165e-05,0.002303298760752291,7.686610271896532e-06,0.002598705085747607,0.08859743961856978,0.0007000174674349469,0.6613213820563427,2.382183379640088e-05
openst_spot_00004812,0.23285269921895665,1.5684167048586824e-15,1.5684167048586824e-15,4.265481027753093e-05,1.5684167048586824e-15,1.5684167048586824e-15,1.5684167048586824e-15,1.5684167048586824e-15,1.5684167048586824e-15,0.6034267035413601,1.5684167048586824e-15,0.11292630362843052,0.050751638800962603
openst_spot_00004835,0.02758533357460053,0.0871780383470809,1.8493546475292375e-15,0.019095402912721188,0.021324100423307263,3.6119488782000536e-07,0.0005075700921923013,1.3040739354771654e-05,1.8493546475292375e-15,0.007779277379479311,0.0014799845663540808,0.8350368905846524,1.853658654449695e-10
openst_spot_00004838,0.4256919458838284,0.03961090569350246,1.5857690315258052e-15,0.00014299591695547353,1.5857690315258052e-15,1.5857690315258052e-15,1.5857690315258052e-15,1.5857690315258052e-15,1.5857690315258052e-15,0.48097437488062944,1.5857690315258052e-15,0.053573495571753296,6.282053319679925e-06
openst_spot_00004909,0.2034308222679016,0.0008625617562212499,1.8578526675340992e-15,3.0391539776915447e-05,0.1574792165657158,8.370088337291016e-13,8.386898094981695e-09,1.6351578818764688e-13,1.8578526675340992e-15,0.049861821056100646,1.8578526675340992e-15,0.5868686138498211,0.0014665645765585802
openst_spot_00004928,1.8520381556521127e-11,1.7249717633351406e-15,1.7249717633351406e-15,1.0926939995572908e-13,1.7249717633351406e-15,1.7249717633351406e-15,1.7249717633351406e-15,1.7249717633351406e-15,1.7249717633351406e-15,0.0017182903746817853,1.7249717633351406e-15,0.7413095946336891,0.2569721149729856
openst_spot_00004945,1.7555499428992856e-15,0.0005129017521558465,1.7555499428992856e-15,1.7555499428992856e-15,1.7555499428992856e-15,1.7555499428992856e-15,1.7555499428992856e-15,1.7555499428992856e-15,1.7555499428992856e-15,1.7555499428992856e-15,1.7555499428992856e-15,0.8063843224275768,0.1931027758202498
openst_spot_00005093,1.5275586786725405e-15,0.04995850938212482,1.5275586786725405e-15,1.5275586786725405e-15,0.0026687145333043672,1.5275586786725405e-15,1.5275586786725405e-15,1.3771291357534281e-14,1.5275586786725405e-15,1.5275586786725405e-15,1.5275586786725405e-15,1.5275586786725405e-15,0.9473727760845432
openst_spot_00005195,0.5908275137457251,1.459883836156556e-15,1.459883836156556e-15,0.0006144952326003919,1.459883836156556e-15,1.459883836156556e-15,1.459883836156556e-15,1.459883836156556e-15,1.459883836156556e-15,0.4085579910216595,1.459883836156556e-15,1.459883836156556e-15,1.459883836156556e-15
openst_spot_00005217,1.6813644288857383e-15,0.07087421145755943,1.6813644288857383e-15,1.6813644288857383e-15,1.8443117514830674e-05,1.6813644288857383e-15,3.5449423648586984e-15,2.2339794831390108e-12,1.6813644288857383e-15,1.6813644288857383e-15,1.3441741529769472e-14,0.7407281981505279,0.18837914727213662
openst_spot_00005235,3.290387658109538e-07,0.0007947092499088419,5.3860542387914004e-05,5.799367593284319e-09,0.005971234938187474,2.2943055986366516e-09,7.876231721136364e-11,5.337253924537969e-11,3.1834682087187928e-12,0.034812959271034456,1.1221871810732088e-12,0.9583668767285115,2.2001090196416067e-08
openst_spot_00005355,0.00427621341182575,1.7014324949110473e-15,0.0019018445839544043,0.002953559811976878,2.650462269756682e-13,6.70481836332814e-07,2.444978143852735e-10,6.9667716811861935e-09,1.7014324949110473e-15,0.03500792744541295,5.879059158471376e-07,0.7116224094504895,0.24423677969705052
openst_spot_00005363,8.947304373418437e-08,0.06987351502949475,1.7335334332480635e-15,0.0015272745476513823,4.498144268326813e-05,3.9458069772088197e-07,1.2067375817013443e-05,0.000830006566235861,1.7335334332480635e-15,0.02599988612267304,0.027891679490103287,0.8738201053131295,5.84670327597871e-11
openst_spot_00005412,0.3515576025143455,1.4510781636511863e-15,1.4510781636511863e-15,3.9116199634328065e-07,1.4510781636511863e-15,1.4510781636511863e-15,1.4510781636511863e-15,1.4510781636511863e-15,1.4510781636511863e-15,0.6482507823941369,1.4510781636511863e-15,2.013483951717251e-14,0.00019122392948941027
openst_spot_00005429,1.756020372709826e-15,0.059136165032615984,1.756020372709826e-15,1.756020372709826e-15,1.756020372709826e-15,1.756020372709826e-15,1.756020372709826e-15,1.756020372709826e-15,1.756020372709826e-15,1.756020372709826e-15,1.756020372709826e-15,0.8403697471074115,0.10049408785995498
openst_spot_00005483,0.003356260324249053,7.896186128099331e-08,1.0071018120222339e-10,3.6289774041905696e-07,5.013239240061709e-05,2.819039678489881e-06,0.00018684401296324056,0.0028846893848196555,0.0157181188238475,0.002995499086462278,0.00010342955435116977,0.9747017648977565,5.231595970900076e-10
openst_spot_00005550,1.736401494048186e-15,0.20674294480921912,1.736401494048186e-15,1.736401494048186e-15,1.736401494048186e-15,1.736401494048186e-15,1.736401494048186e-15,2.2671550016822976e-15,1.736401494048186e-15,9.646503650659093e-14,1.9256799010274414e-15,0.5753367320362013,0.21792032315446688
openst_spot_00005558,0.27639256325650585,4.621127610969491e-14,5.231761912369923e-10,1.9976535171164885e-09,1.7633529190673093e-15,1.9546541260644326e-11,2.78573904870712e-13,7.952302890442308e-12,1.7633529190673093e-15,0.020802434797138367,1.9804825337026673e-13,0.6706205946738532,0.032184404723647836
openst_spot_00005661,0.6449670154710689,1.5354183534927678e-15,1.5354183534927678e-15,5.830381339225516e-09,1.5354183534927678e-15,1.5354183534927678e-15,1.5354183534927678e-15,1.5354183534927678e-15,1.5354183534927678e-15,0.33225216778863864,1.5354183534927678e-15,8.349661952356961e-09,0.02278080256023656
