,CAF,CAM,Cortex_CCL21,Fibroblasts,Germinal_Center_Plasma_IgM_B_cell,High_Endothelial_Venules,M1_macrophages,Macrophages,Plasma_IgA,Plasma_IgG,T_cell,Tumor,Tumor_Keratin_Pearl
openst_spot_00002790,1.2406014006702074e-15,1.2406014006702074e-15,1.2406014006702074e-15,1.2406014006702074e-15,1.2406014006702074e-15,1.2406014006702074e-15,1.2406014006702074e-15,1.2406014006702074e-15,1.2406014006702074e-15,0.999999999999985,1.2406014006702074e-15,1.2406014006702074e-15,1.2406014006702074e-15
openst_spot_00002794,1.4386852413542732e-15,1.4386852413542732e-15,1.4386852413542732e-15,1.4386852413542732e-15,1.4386852413542732e-15,1.4386852413542732e-15,1.4386852413542732e-15,1.4386852413542732e-15,1.4386852413542732e-15,0.9999999999999827,1.4386852413542732e-15,1.4386852413542732e-15,1.4386852413542732e-15
openst_spot_00002976,1.8029916874268843e-15,0.06717871506112444,1.8029916874268843e-15,2.798885185269282e-14,1.8029916874268843e-15,4.779046898732339e-14,2.7239891840661012e-14,2.903920498564041e-13,1.8029916874268843e-15,0.07552490603064753,4.4819612343180675e-12,0.857296378032963,8.703823395968912e-10
openst_spot_00002981,0.0017375715276620554,0.0938452013720447,1.7156431208652408e-15,1.7399667405621116e-10,1.7156431208652408e-15,1.7156431208652408e-15,1.7156431208652408e-15,1.7156431208652408e-15,1.7156431208652408e-15,0.4168733615512967,1.7156431208652408e-15,0.4875438650685458,3.0644215582058603e-10
openst_spot_00003025,1.8383374889038417e-15,0.0001449249039481321,1.8383374889038417e-15,1.8383374889038417e-15,4.7632967238870557e-14,1.8383374889038417e-15,1.8383374889038417e-15,5.457002081522662e-09,1.8383374889038417e-15,1.8383374889038417e-15,7.984449834074394e-11,0.999855069521956,3.718866071594864e-11
openst_spot_00003088,0.0009961742196534877,1.6233474663475702e-15,1.6233474663475702e-15,2.0451462770198874e-07,1.6233474663475702e-15,1.6233474663475702e-15,1.6233474663475702e-15,1.6233474663475702e-15,1.6233474663475702e-15,0.8428910340792074,1.6233474663475702e-15,0.126892679176691,0.029219908009807404
openst_spot_00003127,1.7561042327980844e-15,6.612623038823879e-08,0.0038378807519722853,1.7561042327980844e-15,0.007382003957494079,3.957211788050512e-08,2.9217232544348388e-08,8.425416005215742e-09,1.7561042327980844e-15,1.7561042327980844e-15,0.0012753488430625407,0.9874794002319544,2.5222874513039654e-05
openst_spot_00003132,0.6828585139406572,0.12095546420018405,1.6734628294058286e-15,2.293152032453036e-05,1.6734628294058286e-15,1.6734628294058286e-15,4.079711549177759e-14,1.6734628294058286e-15,0.0016215929293435165,0.09131497730967189,1.6734628294058286e-15,0.10322627638091772,2.43718851674539e-07
openst_spot_00003164,1.7574347105171035e-13,1.6379722599507414e-15,1.6379722599507414e-15,6.834055559876882e-13,1.6379722599507414e-15,1.6379722599507414e-15,1.6379722599507414e-15,1.6379722599507414e-15,1.6379722599507414e-15,0.9977869044031862,1.6379722599507414e-15,0.0006561613244107531,0.0015569342715308497
openst_spot_00003213,0.09327265755631238,1.8469816404762326e-15,1.8469816404762326e-15,1.7218515832420418e-06,2.7426881378189545e-10,1.0677089234868533e-11,2.8234560360604554e-09,9.57742856735352e-08,1.8469816404762326e-15,0.11156761909561763,1.2549678533852677e-11,0.7951041920724229,5.371052882105326e-05
openst_spot_00003260,0.09185903605717238,0.038662596401341336,2.472984849672957e-08,3.291423849029982e-05,3.846072886805023e-14,5.924836274676e-07,3.5978273041707655e-07,1.866059198894151e-06,0.0024174966914122715,0.016396860727024926,5.795978762379434e-07,0.8506276732205598,1.0678974937213827e-11
openst_spot_00003271,0.4613880664692556,0.02126534529694397,8.239425077056402e-10,6.636452868162508e-08,1.772115291360112e-15,4.030305568006425e-12,2.0966900893746044e-14,1.695735926035607e-13,0.0013588794629519204,0.28855973934277585,1.772115291360112e-15,0.22742790036990554,1.865471559028936e-09
openst_spot_00003291,1.6016229464432293e-12,1.5723858941762833e-15,1.5723858941762833e-15,0.0792052675031502,1.5723858941762833e-15,1.5723858941762833e-15,1.5723858941762833e-15,1.5723858941762833e-15,1.5723858941762833e-15,0.9207947324952324,1.5723858941762833e-15,1.5723858941762833e-15,1.5723858941762833e-15
openst_spot_00003344,1.170469176373665e-14,7.883729950942268e-09,1.7230954913615571e-15,1.3529742005130108e-14,2.669530878105032e-13,1.7230954913615571e-15,1.7230954913615571e-15,1.7230954913615571e-15,1.7230954913615571e-15,0.06864680379243908,1.7230954913615571e-15,0.9313531739106533,1.4412875169542399e-08
openst_spot_00003349,4.927089017169159e-07,1.423197157040206e-15,1.423197157040206e-15,1.423197157040206e-15,1.423197157040206e-15,1.423197157040206e-15,1.423197157040206e-15,1.423197157040206e-15,1.423197157040206e-15,0.8996579030594336,1.423197157040206e-15,0.0907681216550859,0.009573482576565767
openst_spot_00003464,1.751929223106783e-15,1.447912650098133e-13,1.1101869279172286e-10,2.5428612589983895e-05,1.751929223106783e-15,1.944662648735713e-12,1.751929223106783e-15,2.6624164671654292e-11,1.2085711716049813e-10,0.04167975159369466,1.3217131166463497e-12,0.8794182503698773,0.07887656916192176
openst_spot_00003492,1.602623873791317e-15,1.602623873791317e-15,1.602623873791317e-15,5.698176352673937e-14,1.8979155331464923e-15,1.5951109610712675e-10,5.776760786873936e-11,0.002093583529435686,1.602623873791317e-15,0.005453410600034422,1.2112956425132723e-06,6.477173765009156e-08,0.9924517295858057
openst_spot_00003519,8.993174132216527e-06,1.914997081082418e-15,0.003198832259673065,0.0009050190270783837,2.552236475485474e-09,0.00015112735466556556,2.445239619921121e-05,5.074968005389096e-05,4.19852195084088e-05,0.041511919421520625,0.005986727587767429,0.9481201913271607,1.914997081082418e-15
openst_spot_00003571,0.20147521224103473,1.384813083639245e-15,1.384813083639245e-15,0.024481477163406623,1.384813083639245e-15,1.384813083639245e-15,1.384813083639245e-15,1.384813083639245e-15,1.384813083639245e-15,0.6802011418582891,1.384813083639245e-15,1.384813083639245e-15,0.09384216873725719
openst_spot_00003584,2.0500587232177145e-07,0.00804646917208483,1.7247211896694305e-15,1.7247211896694305e-15,1.7247211896694305e-15,1.7247211896694305e-15,1.7247211896694305e-15,1.7247211896694305e-15,1.7247211896694305e-15,0.3397055786362662,1.7247211896694305e-15,0.6321322062888678,0.020115540896895164
openst_spot_00003586,1.8005975582662693e-15,0.030053315243258716,1.8005975582662693e-15,1.8005975582662693e-15,1.8005975582662693e-15,1.8005975582662693e-15,1.8005975582662693e-15,1.3174864270006107e-13,5.4572160730903584e-12,0.041367479895510234,1.8005975582662693e-15,0.9230694058863138,0.005509798969315701
