,Cancer.cells,Endothelial,Fibroblast,Melanocyte,MoMacDC,Normal.Kerat,Pericyte,PlasmaCell
cosmx_bcc_xdonor_spot_0000016430,0.45917658687510415,0.0009701219535834394,0.0893863537760227,0.3111274669103758,3.5772878213477355e-15,3.5772878213477355e-15,0.06709507333601859,0.07224439714888824
cosmx_bcc_xdonor_spot_0000016431,5.1835221815821144e-05,0.5708695173646359,2.859875996572878e-15,0.31932086254513403,2.859875996572878e-15,2.859875996572878e-15,0.10975778486840278,2.859875996572878e-15
cosmx_bcc_xdonor_spot_0000016432,0.07670099633253251,0.3208084905968029,4.241697290952417e-14,0.4478497730815812,0.06145382525862942,0.030310462425886177,0.0628764523045223,3.0813924291993406e-15
cosmx_bcc_xdonor_spot_0000016435,0.003543346883735998,0.11245767096863395,0.00023291711311887136,0.7292472216204904,3.0599438372786605e-15,0.04827750366431845,0.1062413397496961,3.0599438372786605e-15
cosmx_bcc_xdonor_spot_0000016453,0.9579374337013413,3.6013240288515566e-15,0.0010633492723413312,2.7527107709964142e-11,1.796060594317542e-15,0.010032829229084272,0.030966387769698706,1.796060594317542e-15
cosmx_bcc_xdonor_spot_0000016454,0.8988639171858703,0.03267003771762779,0.004015853428327738,0.06444688942723716,3.21785888349351e-06,1.9537727831541957e-15,8.43820494586476e-08,1.9537727831541957e-15
cosmx_bcc_xdonor_spot_0000016455,0.382213584023071,0.08029188414205567,0.10414511583443158,0.15288458460781693,2.457504656844485e-15,0.0016191834936169144,0.2788456475833688,3.1563661202324237e-10
cosmx_bcc_xdonor_spot_0000016456,0.0940321023879654,0.042827523983992304,0.1611313798612207,0.0966926550691833,2.439550438560933e-15,0.010989616547255188,0.5943267221503783,2.439550438560933e-15
cosmx_bcc_xdonor_spot_0000016457,0.03191304824255066,0.06521450725411183,0.4666857859698867,0.16899053590983332,2.5144308754871677e-15,3.318792680620757e-05,0.26716293469680635,2.5144308754871677e-15
cosmx_bcc_xdonor_spot_0000016458,1.7463428481048342e-15,1.7463428481048342e-15,0.9999999999999875,1.7463428481048342e-15,1.7463428481048342e-15,1.7463428481048342e-15,1.7463428481048342e-15,1.7463428481048342e-15
cosmx_bcc_xdonor_spot_0000016459,0.928558948103814,0.06980929583337138,0.00010191255927370955,5.399049003471154e-09,1.9371619300174026e-12,0.0004890817665414657,9.943026614357837e-05,0.0009413260698697289
cosmx_bcc_xdonor_spot_0000016460,0.9899237397519218,1.783805684123015e-05,1.6900841782752673e-15,1.6900841782752673e-15,1.6900841782752673e-15,0.009937806777038906,0.00012061541419115206,1.6900841782752673e-15
cosmx_bcc_xdonor_spot_0000016461,0.7913471891423395,2.699875243247808e-10,0.17670663557589342,7.21824507858414e-12,1.7646929496153537e-15,1.7646929496153537e-15,0.03194617500455596,1.7646929496153537e-15
cosmx_bcc_xdonor_spot_0000016463,0.953265246040838,4.800726791276763e-10,0.031109892303679904,1.34781079134699e-06,0.002450630664233028,3.5399591943605286e-10,0.013172882346387398,1.7409352801730127e-15
cosmx_bcc_xdonor_spot_0000016464,0.9521551246895357,0.02217485742282191,0.00042466689932982494,1.831048942500881e-15,1.6421432928947207e-07,1.831048942500881e-15,0.014683208020121382,0.010561978753858167
cosmx_bcc_xdonor_spot_0000016465,0.7558550733278406,7.091079082513236e-10,0.05369611563060812,3.671834435464847e-08,0.0037573245692293536,1.8444284990855475e-15,0.1866914490448659,1.8444284990855475e-15
cosmx_bcc_xdonor_spot_0000016468,5.0982721764614886e-05,0.0438866427963535,0.6325560114220078,0.03875103661861385,1.9761687499391143e-15,1.9761687499391143e-15,0.2738080662311598,0.010947260210096446
cosmx_bcc_xdonor_spot_0000016469,0.8448376136238726,3.4484597331650823e-07,0.022811913109342042,0.07521454625116619,0.0468955598735783,0.010239624369891493,3.9792617459109327e-07,1.6779955690966013e-15
cosmx_bcc_xdonor_spot_0000016470,0.9786758128130076,6.500748319879146e-11,2.6738563228341653e-15,0.00030808316864129175,1.7875533535357683e-15,1.0331956781447125e-10,0.02042345009390713,0.0005926537561124473
cosmx_bcc_xdonor_spot_0000016471,0.8037542220181885,1.8358216541774094e-15,0.19624516994797334,2.2825361347477544e-07,1.8358216541774094e-15,1.1241660288744396e-07,2.6736361610565843e-07,1.8358216541774094e-15
cosmx_bcc_xdonor_spot_0000016472,0.2623177249828133,0.1675472849133768,0.33024570372962214,0.11622425869304358,2.2633573383021274e-15,0.01784863714456527,0.10581639053657424,2.2633573383021274e-15
cosmx_bcc_xdonor_spot_0000016475,0.9624580382573727,0.00023632016981474916,1.4071974240713787e-07,0.01024067263380658,1.411425117322248e-05,1.8957145238578444e-15,0.02705066258704161,5.138104650290373e-08
cosmx_bcc_xdonor_spot_0000016476,0.9999492969775883,1.9478477772465214e-13,1.842865567037831e-15,1.842865567037831e-15,1.842865567037831e-15,1.842865567037831e-15,5.0703022207559365e-05,1.842865567037831e-15
cosmx_bcc_xdonor_spot_0000016477,0.9152087483027364,0.00013862934985089522,0.07557217319511221,1.7503648625242378e-15,1.999316552042653e-14,1.7503648625242378e-15,6.74822385758261e-10,0.009080448477454726
cosmx_bcc_xdonor_spot_0000016478,0.6965378378535689,1.7889884053746965e-15,0.26181504357897556,0.034378510850157126,1.7889884053746965e-15,1.7889884053746965e-15,7.001311448095466e-10,0.00726860701716169
cosmx_bcc_xdonor_spot_0000016479,0.9928990636340552,6.065638659254874e-13,0.002044744424395112,1.7391182430352061e-15,1.7391182430352061e-15,1.7391182430352061e-15,0.005056191940935907,1.7391182430352061e-15
cosmx_bcc_xdonor_spot_0000016480,0.5599006090339316,1.3237447418466633e-10,0.4124713825011599,0.027628008332448165,1.803664110421202e-15,1.803664110421202e-15,8.033099340160485e-14,1.803664110421202e-15
cosmx_bcc_xdonor_spot_0000016481,0.00045784731480864556,2.8102889383675075e-13,0.9758650571579192,1.957184379826337e-15,1.957184379826337e-15,1.957184379826337e-15,0.023677095526983237,1.957184379826337e-15
cosmx_bcc_xdonor_spot_0000016482,0.5051817478425426,0.009440911876044723,0.36765027039726295,0.09643547829699375,1.9369178274235987e-15,1.9369178274235987e-15,0.021291591587150046,1.9369178274235987e-15
cosmx_bcc_xdonor_spot_0000016483,0.9340215246027195,0.06420626092019381,1.9951755911635055e-08,6.3039247474162846e-09,0.0017089527294873047,3.1494777049225077e-12,6.323548876728192e-05,1.8699275186113863e-15
cosmx_bcc_xdonor_spot_0000016484,0.8778514541955115,0.00011101182640039492,0.0026647366540649906,0.08339088610014202,1.897513111753737e-15,1.897513111753737e-15,0.035981911222210686,1.6666278858433242e-12
cosmx_bcc_xdonor_spot_0000016485,0.5040904270987926,4.899307371402444e-08,0.39728059840404806,0.06359444304839632,2.269530571771606e-15,2.269530571771606e-15,0.025877098947768948,0.00915738350791559
cosmx_bcc_xdonor_spot_0000016486,0.944498861311585,0.012237652782476419,0.01834717572136786,0.0020765154440213493,1.9956994935505148e-15,0.015324565974363467,0.007515228766181825,1.9956994935505148e-15
cosmx_bcc_xdonor_spot_0000016487,0.9233008111901744,0.057526258229352575,3.737380759828092e-14,3.925287415737106e-14,2.152902235785614e-15,0.005812444503271131,0.0010785242143074858,0.012281961862815558
cosmx_bcc_xdonor_spot_0000016488,0.5531981170174559,0.05246593202343742,0.051080390523384034,0.04915934206260853,0.013429394787075808,0.28066682355819234,2.784374852157032e-11,2.162392307908637e-15
cosmx_bcc_xdonor_spot_0000016489,0.05872945578690035,8.589066040831372e-07,0.03212094727479336,0.03825263927565545,2.240007844517527e-15,0.8613790530570493,0.009517045698992858,2.240007844517527e-15
cosmx_bcc_xdonor_spot_0000016659,0.6901629629673711,0.1964825907209799,8.141187156958782e-08,0.11291009938269292,2.711436950373468e-15,2.711436950373468e-15,0.0004442655170759669,2.711436950373468e-15
cosmx_bcc_xdonor_spot_0000016660,0.638837925424864,0.16332315303974002,0.0043024185863026546,0.18306367537103485,2.345041363285746e-15,2.345041363285746e-15,0.00012107223276236686,0.010351755345291347
cosmx_bcc_xdonor_spot_0000016661,0.7042296033896003,0.13034660958332647,0.04856759553264872,0.10244660132093095,5.626090892860444e-06,0.011399030298574728,0.0003944084552616078,0.002610525328764523
cosmx_bcc_xdonor_spot_0000016662,0.5046752291829555,0.256099243049614,2.373319401947563e-15,0.20509870359821514,0.009273733997636984,0.012420954069289397,0.0001330374136831633,0.012299098688603438
cosmx_bcc_xdonor_spot_0000016663,0.6982340568103663,0.1032463831989227,0.05188594218126431,0.09745440994464756,0.010387713201837553,2.239628509347072e-15,0.024002240207994744,0.014789254454964344
cosmx_bcc_xdonor_spot_0000016664,0.18154495117798472,0.12614575395016414,0.2650694583109886,0.3600768872007366,2.4567126987899997e-15,0.0013873280751281031,0.065703695467286,7.192581770951695e-05
cosmx_bcc_xdonor_spot_0000016665,0.8136660886778971,0.09566496283210765,4.360671299345879e-06,0.06300993331873013,2.34775012214287e-15,0.004309276670442455,0.014370250488643647,0.008975127340877203
cosmx_bcc_xdonor_spot_0000016666,0.14046769144381135,0.2546074948726428,0.31463520351781155,0.15389653182781468,2.715789701290686e-15,0.009038492913619484,0.1273545854242945,2.715789701290686e-15
cosmx_bcc_xdonor_spot_0000016667,0.012744730758733249,0.346479890094709,0.1717476386980073,0.38769181135958075,2.4373852758813395e-15,2.4373852758813395e-15,0.08133592908896224,2.4373852758813395e-15
cosmx_bcc_xdonor_spot_0000016668,0.6499802579323026,0.1451444107540557,0.045743272667956116,0.13735105055929797,0.012102892411691749,0.007858973732012168,0.0018191419426810634,2.4695311185028867e-15
cosmx_bcc_xdonor_spot_0000016669,0.5615434873829029,0.13291467882538507,0.02884184421278063,0.24895807521896018,2.4129517647985265e-15,0.027029644782239178,0.0007122695777270333,2.4129517647985265e-15
cosmx_bcc_xdonor_spot_0000016709,0.8500534037690572,0.09303676020721059,2.5824234309501926e-14,0.021525593680822807,0.023914279911072082,1.8917680065798237e-15,0.011469962431807498,1.8917680065798237e-15
cosmx_bcc_xdonor_spot_0000016710,0.895575478237516,0.08891368161057565,0.012634874876886724,0.000768274948868354,0.0021038031109944545,1.9707371392785696e-15,3.887215154715877e-06,1.9707371392785696e-15
cosmx_bcc_xdonor_spot_0000016711,0.7281593654066325,0.14569795048800024,0.05732084661940241,0.056006004774672526,2.2228864878309445e-06,0.01281341634060625,1.934794615526108e-07,4.736687400598209e-12
cosmx_bcc_xdonor_spot_0000016712,0.9293174234422682,0.04786486589686197,1.081026233944802e-09,1.0839919691010576e-13,0.0038252751258752993,0.003096938252972772,0.01589549620067547,2.1154379337643901e-13
cosmx_bcc_xdonor_spot_0000016713,0.8304832823806083,1.7077611007572393e-10,0.0902735351973783,0.0002871630839187801,1.9163618575377706e-15,1.9163618575377706e-15,0.07414387790830715,0.004812141259007578
cosmx_bcc_xdonor_spot_0000016714,0.8978871529652438,0.029790836599324966,0.008644799241116562,0.0014927345164021165,0.0021949985276900883,1.8775651597769105e-15,0.05998947792997197,2.202484607422462e-10
cosmx_bcc_xdonor_spot_0000016715,0.98628652597375,7.243170590563618e-14,1.7172560452715687e-15,2.5239358454434126e-14,1.7172560452715687e-15,1.7172560452715687e-15,0.013285169730491696,0.0004283042956553888
cosmx_bcc_xdonor_spot_0000016716,0.7955542255211644,2.3622025960384746e-05,0.18484418549925347,0.009340724834211347,2.065011655459652e-15,2.065011655459652e-15,0.010237242119404069,2.065011655459652e-15
cosmx_bcc_xdonor_spot_0000016717,0.9333925654382456,2.0010767485189937e-06,0.03780245068437867,1.9509900968903618e-07,1.9339505066513416e-15,3.326910362471716e-05,0.028769518597988954,1.9339505066513416e-15
cosmx_bcc_xdonor_spot_0000016718,0.9657762191925795,0.02564978046015106,1.2195609215096024e-14,2.5141912394662836e-07,1.3693583885056315e-06,0.000323055095623202,0.007000364335205173,0.0012489601389164896
cosmx_bcc_xdonor_spot_0000016719,0.4006038001736511,0.18290998522165083,0.2419325611891571,0.14697447668768782,2.5544028578104556e-15,0.002215736102254576,0.022814473221287955,0.0025489674043079917
cosmx_bcc_xdonor_spot_0000016723,0.6915029531715632,0.10644172739541626,2.4806727745035265e-15,0.1286549393237055,7.1037684941300696e-15,0.019478224070013192,0.03222317384562839,0.021698982193663743
cosmx_bcc_xdonor_spot_0000016724,0.7241413888847165,0.1218370920001517,0.0011905012008380448,0.1276633907844866,2.4803537761391797e-15,0.00031726841543225733,0.02459218197826444,0.0002581767361079445
cosmx_bcc_xdonor_spot_0000016725,0.35237587266949855,0.17046785050046928,0.2946501676842691,0.09052216835535752,2.6039580021861085e-15,4.166351253008217e-10,0.08883770427661151,0.0031462360971562736
cosmx_bcc_xdonor_spot_0000016728,0.6665449184128189,0.13588283764806544,0.024151183419222864,0.16523730033818795,1.8533843653733756e-09,2.6033035747435465e-15,1.833129554076547e-07,0.008183575015362337
cosmx_bcc_xdonor_spot_0000016729,0.8730615464563013,0.11793103397020507,1.4082772895671039e-09,0.006945088326455833,2.4961494414317445e-15,0.0020611980163074083,1.1318224481777317e-06,2.4961494414317445e-15
cosmx_bcc_xdonor_spot_0000016730,0.11380565274876367,0.17994830792515948,3.2732755449787587e-06,0.4347607634512225,2.424923747179361e-07,2.6491565203304835e-15,0.2707273606414087,0.0007543994655233453
cosmx_bcc_xdonor_spot_0000016731,0.006477429218332746,0.4960370387384267,0.11103179170424475,0.15822505790963115,2.524324645509274e-15,2.524324645509274e-15,0.22783910773022853,0.00038957469913096423
cosmx_bcc_xdonor_spot_0000016732,5.650170806644508e-05,0.7437983028468582,5.464442200741498e-05,0.25584035160147817,9.733958424552919e-05,5.856279534016871e-14,0.0001528598372830352,2.5872050521960343e-15
cosmx_bcc_xdonor_spot_0000016733,0.003612747821940371,0.879753327233057,2.9832727404567753e-15,0.1166339249448498,2.9832727404567753e-15,2.9832727404567753e-15,1.4058903568097105e-13,2.9832727404567753e-15
cosmx_bcc_xdonor_spot_0000016734,0.08091914796483181,0.6659105183171945,0.042986844842546695,0.08371358265440591,0.0009165717346001156,0.031323489538760345,0.0942298449476547,5.795166233422393e-15
cosmx_bcc_xdonor_spot_0000016752,0.8176202832323467,0.10967981198054762,2.2964419419048375e-15,9.350483845753934e-08,0.0485669962430289,0.013729052968875381,0.010403762070358178,2.2964419419048375e-15
cosmx_bcc_xdonor_spot_0000016753,0.6903468471287947,0.044248764065492135,0.10949720316781301,0.11385225576242465,0.0017011819797713606,0.017393800033301186,0.022959947862400746,2.234683748036876e-15
cosmx_bcc_xdonor_spot_0000016754,0.24902160098342122,0.02459690921154159,0.4476316822088459,0.18995241790271966,2.3115271396234176e-15,0.008308606207703647,0.08048878348576329,2.3115271396234176e-15
cosmx_bcc_xdonor_spot_0000016755,0.10181646894485476,0.07940102456179281,0.14310063043818244,0.16284807322325964,2.6050095659445893e-15,0.006210782816129975,0.5066230200157751,2.6050095659445893e-15
cosmx_bcc_xdonor_spot_0000016758,0.8798724956293342,0.09038355853348623,0.00014953464853966088,0.024723663247959195,0.0009353411038043881,1.9651485273570322e-15,0.003935406836872321,1.9651485273570322e-15
cosmx_bcc_xdonor_spot_0000016759,0.978366131568413,9.259119723881715e-08,1.5622492459086769e-15,1.5622492459086769e-15,0.021633775839426377,1.5622492459086769e-15,9.57109509250907e-13,1.5622492459086769e-15
cosmx_bcc_xdonor_spot_0000016760,0.9822939910385806,1.7906648514676032e-15,0.001818603094863521,1.7906648514676032e-15,1.7906648514676032e-15,1.7906648514676032e-15,0.015887405866546585,1.7906648514676032e-15
cosmx_bcc_xdonor_spot_0000016761,0.9685529870722149,0.00012907360906998295,1.2371975217984064e-09,1.7176738103282358e-15,1.7176738103282358e-15,1.7176738103282358e-15,0.03131793808151054,1.7176738103282358e-15
cosmx_bcc_xdonor_spot_0000016762,0.9480467219263787,0.007585216394789367,0.027507153931571028,0.00863813697034912,1.935915050882189e-15,4.585470581215262e-14,0.008222770776861881,1.935915050882189e-15
cosmx_bcc_xdonor_spot_0000016763,0.8736137663137139,3.1769453045067888e-12,0.012866391762912344,1.7163175831146426e-15,1.7163175831146426e-15,1.7163175831146426e-15,0.11351984192018982,1.7163175831146426e-15
cosmx_bcc_xdonor_spot_0000016764,0.16293255485849223,0.09743710292198951,0.10839908174489234,3.9494822164345627e-14,1.8940939950271597e-15,0.019303449321996534,0.6119278111525861,1.8940939950271597e-15
cosmx_bcc_xdonor_spot_0000016769,0.3188150228953183,0.058260272876970165,0.1945661133739427,0.15795211107265478,2.4781196677620673e-15,2.4781196677620673e-15,0.026556128805682238,0.24385035097542676
cosmx_bcc_xdonor_spot_0000016770,0.0420463586448679,0.38004225532285246,0.2398122220963129,0.3380723459242332,2.9545207046030775e-15,2.9545207046030775e-15,2.681801172466623e-05,2.9545207046030775e-15
cosmx_bcc_xdonor_spot_0000016771,0.13080101162173127,7.929660250198149e-11,0.848312590058179,5.019363048377195e-06,2.2683010169856465e-15,2.765647134255737e-08,0.020881351221268732,2.2683010169856465e-15
cosmx_bcc_xdonor_spot_0000016774,0.9541445534293104,0.04576077145393402,1.9265157945788626e-15,5.386230811248281e-10,1.9265157945788626e-15,1.1811447412787251e-07,9.455646365265062e-05,1.9265157945788626e-15
cosmx_bcc_xdonor_spot_0000016775,0.9723986063000785,3.87442932126473e-06,3.5030316229001916e-05,2.680354187000713e-05,5.785975891671587e-15,0.006386782193547617,0.021148903209156734,9.791048184807848e-12
cosmx_bcc_xdonor_spot_0000016776,0.9300353136497729,1.5794723183077989e-15,1.5794723183077989e-15,0.05639011908024272,1.5794723183077989e-15,1.5794723183077989e-15,9.859746178860673e-08,0.013574468672516174
cosmx_bcc_xdonor_spot_0000016777,0.8896185836921464,2.8888209187936276e-05,1.2742819615282374e-07,0.07963113014007277,4.121588562128627e-15,1.8537857624478193e-15,0.030721270530388898,1.8537857624478193e-15
cosmx_bcc_xdonor_spot_0000016778,0.9793148678255201,0.0017920131277332119,1.7333712086496914e-15,8.974364088011101e-11,0.008735542650905495,0.003502171100884221,0.0037535461085789487,0.0029018590966328065
cosmx_bcc_xdonor_spot_0000016779,0.977716831060926,2.569827432435865e-07,1.1019418172714996e-06,0.006373135147053821,1.6029041215688956e-13,1.8488288434143327e-15,0.01568255527913794,0.00022611958815932847
cosmx_bcc_xdonor_spot_0000016781,0.6244395036115361,0.029624155731759742,0.27902441911585757,1.133044509473146e-08,0.019435839470893942,0.0017610003012444827,0.045715070438261084,2.01453142631025e-15
cosmx_bcc_xdonor_spot_0000016782,0.5984311020932818,0.05983254121844776,0.23058130110547995,6.970143705636018e-14,1.8943518610911108e-15,1.8943518610911108e-15,0.11115505558271506,1.8943518610911108e-15
cosmx_bcc_xdonor_spot_0000016783,0.7547490422683888,0.01221640226690948,0.0941015541922685,0.09464105756883845,2.100500816161643e-15,2.100500816161643e-15,0.013221823528872585,0.031070120174717955
cosmx_bcc_xdonor_spot_0000016784,0.35013707379190045,1.8981213995753743e-06,0.29224426159748834,0.18847377901091159,0.059151519641452585,0.001306634528553142,0.0995050764571461,0.009179756851148262
cosmx_bcc_xdonor_spot_0000016785,0.9786880043788737,0.012830313517954868,1.9004632730860388e-15,0.0037700266969524373,1.9004632730860388e-15,1.9004632730860388e-15,0.004711655406211226,1.9004632730860388e-15
cosmx_bcc_xdonor_spot_0000016786,0.935229652863232,2.974426878515164e-05,2.3895902953729673e-06,0.04670782766663861,2.0592889917413885e-15,0.002518089667134693,0.015512295943909902,2.0592889917413885e-15
cosmx_bcc_xdonor_spot_0000016787,0.44420032030527334,0.15277480135044066,0.003739412866598481,0.07996829714405627,0.07325801820130962,0.24604560177677792,1.3548355541009592e-05,2.6406088964505187e-15
cosmx_bcc_xdonor_spot_0000016957,0.8774972401208785,0.03337155672616668,2.4614667439050085e-15,0.08912868231687499,8.003690109000215e-09,2.3052535586003165e-15,2.5128323825426274e-06,2.3052535586003165e-15
cosmx_bcc_xdonor_spot_0000016959,0.08582079933100936,0.1896483429169032,0.16126175843047783,0.30556412965751983,2.762547926441101e-15,0.09744725385573791,0.130794434211236,0.02946328159711308
cosmx_bcc_xdonor_spot_0000016961,0.028073490633350174,0.16444755035510195,0.5413167200853789,0.2286881855140254,5.542160353328587e-10,0.037472873631731615,1.1792261934616396e-06,2.3402425559603114e-15
cosmx_bcc_xdonor_spot_0000016962,0.0016530187813593906,0.35494575123698247,0.29655007336259803,0.08694722620963773,0.10919816596997324,2.553027226789744e-15,0.1308890574750144,0.019816706964432097
cosmx_bcc_xdonor_spot_0000016963,0.660406031518141,0.1986347571716369,1.3001444202717911e-09,0.12158033367279783,0.0004392647896607371,0.0020993598225672525,0.0013564987624533184,0.015483752962598428
cosmx_bcc_xdonor_spot_0000016964,0.5810465693814737,0.06951356765903828,0.05119567059370435,0.2567431579814538,0.0009210272939850651,3.964397880471427e-11,0.028852331692113327,0.011727675358587415
cosmx_bcc_xdonor_spot_0000016965,0.4766748538911473,0.2546517292049025,0.040091540948424806,0.20216807554948651,9.031831868829256e-07,0.01211423754037065,0.007659293791313013,0.0066393658911683955
cosmx_bcc_xdonor_spot_0000016966,0.5193684838060458,0.10718018524777026,0.1046112817141033,0.2188996187460012,3.892372541565733e-11,0.01488171749265142,0.014491504556715457,0.020567208397788927
cosmx_bcc_xdonor_spot_0000016967,2.2115132980427053e-15,0.0016702194878206705,0.9697765008042134,6.0082710380912066e-15,2.2115132980427053e-15,0.028441400733367133,0.00011187897458601431,2.2115132980427053e-15
cosmx_bcc_xdonor_spot_0000017008,2.18026729631779e-15,0.21115397798417243,2.18026729631779e-15,5.896747444145143e-07,0.7888452939155329,2.18026729631779e-15,1.3842554142293332e-07,2.18026729631779e-15
cosmx_bcc_xdonor_spot_0000017009,0.014834254371647171,0.49252345821726057,3.470281463215762e-09,0.011619779675847947,0.44112539346027585,1.9319260614915898e-15,0.039897110804683125,1.9319260614915898e-15
cosmx_bcc_xdonor_spot_0000017010,0.9228068288678498,1.1310252091507261e-10,1.5292357935020884e-15,0.05022037852685606,5.900128462579249e-10,0.026970331996484603,2.4599056911511525e-06,1.5292357935020884e-15
cosmx_bcc_xdonor_spot_0000017011,0.8176351349018269,2.809233300410411e-13,1.5520736702348342e-15,1.1186392916751333e-13,0.039052455447992705,0.14331240955609756,9.368684140173119e-11,1.5520736702348342e-15
cosmx_bcc_xdonor_spot_0000017012,0.7762914879774506,0.056913721607151684,0.060438112593127924,2.829204683966322e-08,0.07745588649302433,0.00928110319928911,0.01734846589421329,0.0022711939436960236
cosmx_bcc_xdonor_spot_0000017013,0.7855079470390546,0.029085706363265285,0.13060555593661435,2.2099859368464532e-05,3.223974985700435e-14,1.970402892262782e-15,0.05477869080166096,1.970402892262782e-15
cosmx_bcc_xdonor_spot_0000017014,0.8159527031090102,0.04524423129188494,6.411349146880157e-14,1.727282571507752e-13,0.050028335542055484,1.894277846574172e-15,0.08877473005680875,1.894277846574172e-15
cosmx_bcc_xdonor_spot_0000017015,0.1615473080995754,0.30834929284956075,0.18955018559069975,0.01408802359700862,0.2580199860426182,2.5746809678194844e-10,0.06844520356306708,2.0776590965309243e-15
cosmx_bcc_xdonor_spot_0000017016,0.9824308212150131,4.074928518782308e-11,1.889056440321885e-15,9.19199264168269e-10,1.889056440321885e-15,1.889056440321885e-15,0.017569177825030594,1.889056440321885e-15
cosmx_bcc_xdonor_spot_0000017017,0.8308711086341499,0.019101080458908216,1.9867831112966106e-15,0.0006706050617036437,0.09210834387354797,0.0022086966156058033,0.05504016535608045,1.9867831112966106e-15
cosmx_bcc_xdonor_spot_0000017022,0.6281601961178189,0.05155168891683326,0.2195989735364476,0.046524658646662484,2.4630797520036245e-15,0.0025934775901053676,0.048427876015656963,0.003143129176472957
cosmx_bcc_xdonor_spot_0000017023,0.6143887257741971,3.7944582468024746e-06,0.14864805683263901,0.18617075648794928,2.4814442936408376e-15,0.00014019890590271855,0.050648467541060074,2.4814442936408376e-15
cosmx_bcc_xdonor_spot_0000017024,0.8993651567172336,0.04641540994217933,4.4527336884614186e-11,0.04366342828955676,2.3110530135856464e-15,2.3110530135856464e-15,0.0105560050064959,2.3110530135856464e-15
cosmx_bcc_xdonor_spot_0000017025,0.8373117633731534,0.07963817303846113,0.03435773685231487,0.017079085608227112,2.463810550691907e-15,0.01879791130125051,0.0001522594832692129,0.012663070343321346
cosmx_bcc_xdonor_spot_0000017026,0.833667715533115,0.03533475777441614,2.3192550895057438e-15,0.06150542948436972,2.3192550895057438e-15,0.001743733311539986,0.061762373930254126,0.005985989966300283
cosmx_bcc_xdonor_spot_0000017027,0.8199492141283325,0.09051423934063438,1.3179457730780683e-13,0.037074732045337,7.164920429129826e-14,2.1790603713297716e-11,0.05237246201606914,8.935244763294562e-05
cosmx_bcc_xdonor_spot_0000017028,0.825146833772098,0.09132400652593824,8.081772826605402e-15,0.06780187067285824,1.1991900732416415e-06,0.006684078557376565,0.00385639567865167,0.00518561560299608
cosmx_bcc_xdonor_spot_0000017029,0.7214625268568456,0.09128805908141396,2.619688925496825e-11,0.12085531157308307,4.579758697938385e-15,1.935882056041312e-07,0.0663939088742475,2.6639804776158855e-15
cosmx_bcc_xdonor_spot_0000017030,0.5939915323950232,0.18917839888703825,0.0823783201158166,0.0976846084983208,2.4837901180090843e-15,5.942421288786926e-09,0.03676713416137469,2.4837901180090843e-15
cosmx_bcc_xdonor_spot_0000017031,8.207258264325907e-11,0.21855636890409016,0.32951151363219616,0.30324595640065105,2.5061392994279416e-15,0.0019439839809240972,0.12872859861540709,0.01801357838465623
cosmx_bcc_xdonor_spot_0000017032,0.07397353947976247,0.511422685196909,0.07910494745200278,0.150990224136637,2.7498924894759042e-15,6.538002601375366e-09,0.18450859719668036,2.7498924894759042e-15
cosmx_bcc_xdonor_spot_0000017033,0.07428549867224454,0.7920440035651195,2.6278259164047596e-15,0.12726037027225906,2.6278259164047596e-15,2.6278259164047596e-15,0.0064079600557075105,2.1674346614504894e-06
cosmx_bcc_xdonor_spot_0000017034,0.05627126289188734,0.5778948558547115,3.469599440673358e-05,0.27891170899272405,2.7496880836295055e-15,0.08688747619035367,7.591122872936396e-11,2.7496880836295055e-15
cosmx_bcc_xdonor_spot_0000017052,0.0939457279016016,0.5796888229666847,0.06848454054830758,0.13811894981048864,2.528571761434454e-15,0.019001475701369026,0.09401078696145033,0.006749696110095635
cosmx_bcc_xdonor_spot_0000017053,0.10323604291742211,0.21957012016438598,0.33296896598462417,0.2582164892969757,2.7611456496502557e-15,2.7611456496502557e-15,0.08600838163658346,2.7611456496502557e-15
cosmx_bcc_xdonor_spot_0000017054,2.9919005401052874e-10,0.13202502914223557,0.23838463598548879,0.38068490037780417,2.670927227965141e-15,2.670927227965141e-15,0.24890543419527325,2.670927227965141e-15
cosmx_bcc_xdonor_spot_0000017058,0.8945373436119789,1.4646955725544036e-13,2.81228699086323e-10,0.08793433125893309,1.855738340394013e-15,0.002827037752378521,0.01470128709533038,1.855738340394013e-15
cosmx_bcc_xdonor_spot_0000017060,0.9599844714233484,0.0016762627510125713,3.9005244119477896e-09,0.015826619075663354,0.0020477724961393295,1.8242393199449465e-15,0.02046487035330837,1.8242393199449465e-15
cosmx_bcc_xdonor_spot_0000017061,0.9300300947757828,1.849755556778337e-15,0.016586844790833385,4.213049717885879e-12,1.849755556778337e-15,1.849755556778337e-15,0.05009767717163309,0.003285383257532044
cosmx_bcc_xdonor_spot_0000017066,0.8801288896114624,0.0006208033602847642,0.012287500001718056,0.06725238362221635,2.189374565632856e-15,0.029123996966596608,0.007144331280942128,0.0034420951567774353
cosmx_bcc_xdonor_spot_0000017067,0.9357527971525736,0.02443610852939306,4.7456224636346515e-08,0.028273505848826527,1.3282844428895935e-11,6.7088616702268495e-12,0.011537540992988402,1.9641552775709245e-15
